[3509, 2482]
[folio, [872.0, 221.0, 484.0, 52.5], shoonya_3sFK98K8WAA96V, 5691855]
[folio, [872.0, 273.5, 484.0, 52.5], shoonya_3sFK98K8WAA96V, 5691855]
[paragraph, [237.0, 355.0, 1722.0, 52.5], shoonya_1sRV2TNYIJTFDY, 5691855]
[paragraph, [237.0, 407.5, 1722.0, 52.5], shoonya_1sRV2TNYIJTFDY, 5691855]
[paragraph, [237.0, 460.0, 1722.0, 52.5], shoonya_1sRV2TNYIJTFDY, 5691855]
[paragraph, [302.0, 523.0, 744.0, 52.5], qRXPjQudZW, 5691855]
[paragraph, [302.0, 604.0, 1534.0, 52.5], p1G5RxonkS, 5691855]
[paragraph, [306.0, 737.0, 744.0, 52.5], Ldc9qbbgv5, 5691855]
[paragraph, [224.0, 826.0, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [224.0, 878.5, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [224.0, 931.0, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [224.0, 983.5, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [224.0, 1036.0, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [224.0, 1088.5, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [224.0, 1141.0, 1778.0, 52.5], shoonya_2sF4GTNRLPJ4WJ, 5691855]
[paragraph, [226.0, 1217.0, 1764.0, 52.5], shoonya_0s4A6N5KXMXM4X, 5691855]
[paragraph, [226.0, 1269.5, 1764.0, 52.5], shoonya_0s4A6N5KXMXM4X, 5691855]
[paragraph, [226.0, 1322.0, 1764.0, 52.5], shoonya_0s4A6N5KXMXM4X, 5691855]
[paragraph, [226.0, 1374.5, 1764.0, 52.5], shoonya_0s4A6N5KXMXM4X, 5691855]
[paragraph, [226.0, 1427.0, 1764.0, 52.5], shoonya_0s4A6N5KXMXM4X, 5691855]
[paragraph, [209.0, 1530.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1582.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1635.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1687.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1740.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1792.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1845.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1897.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 1950.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2002.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2055.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2107.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2160.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2212.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2265.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2317.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2370.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2422.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2475.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2527.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2580.0, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2632.5, 1790.0, 52.5], aZmvU6lchA, 5691855]
[paragraph, [209.0, 2692.0, 1787.0, 52.5], vxBLKqBBOf, 5691855]
[paragraph, [209.0, 2744.5, 1787.0, 52.5], vxBLKqBBOf, 5691855]
[paragraph, [209.0, 2797.0, 1787.0, 52.5], vxBLKqBBOf, 5691855]
[paragraph, [209.0, 2849.5, 1787.0, 52.5], vxBLKqBBOf, 5691855]
[paragraph, [215.0, 2933.0, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 2985.5, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 3038.0, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 3090.5, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 3143.0, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 3195.5, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 3248.0, 1790.0, 52.5], XvRqltfc8G, 5691855]
[paragraph, [215.0, 3300.5, 1790.0, 52.5], XvRqltfc8G, 5691855]
