[1625, 1211]
[section-title, [64.0, 85.0, 343.0, 49.5], shoonya_5sPG16EV357QZC, 5742309]
[section-title, [64.0, 134.5, 343.0, 49.5], shoonya_5sPG16EV357QZC, 5742309]
[paragraph, [808.0, 86.0, 340.0, 36.0], 76IORVP-Xf, 5742309]
[paragraph, [808.0, 122.0, 340.0, 36.0], 76IORVP-Xf, 5742309]
[paragraph, [808.0, 158.0, 340.0, 36.0], 76IORVP-Xf, 5742309]
[paragraph, [808.0, 194.0, 340.0, 36.0], 76IORVP-Xf, 5742309]
[paragraph, [808.0, 230.0, 340.0, 36.0], 76IORVP-Xf, 5742309]
[paragraph, [808.0, 266.0, 340.0, 36.0], 76IORVP-Xf, 5742309]
[paragraph, [445.0, 88.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [445.0, 124.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [445.0, 160.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [445.0, 196.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [445.0, 232.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [445.0, 268.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [445.0, 304.0, 346.0, 36.0], shoonya_4s8VX62L1W1N6T, 5742309]
[paragraph, [805.0, 392.0, 336.0, 36.0], k-7L3QarYb, 5742309]
[paragraph, [805.0, 428.0, 336.0, 36.0], k-7L3QarYb, 5742309]
[paragraph, [805.0, 464.0, 336.0, 36.0], k-7L3QarYb, 5742309]
[paragraph, [805.0, 500.0, 336.0, 36.0], k-7L3QarYb, 5742309]
[paragraph, [805.0, 536.0, 336.0, 36.0], k-7L3QarYb, 5742309]
[paragraph, [445.0, 427.0, 336.0, 36.0], HZb3XGnyND, 5742309]
[paragraph, [445.0, 463.0, 336.0, 36.0], HZb3XGnyND, 5742309]
[paragraph, [445.0, 499.0, 336.0, 36.0], HZb3XGnyND, 5742309]
[paragraph, [445.0, 535.0, 336.0, 36.0], HZb3XGnyND, 5742309]
[paragraph, [785.0, 723.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 759.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 795.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 831.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 867.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 903.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 939.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 975.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [785.0, 1011.0, 336.0, 36.0], Ueaq5bsxXf, 5742309]
[paragraph, [423.0, 725.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 761.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 797.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 833.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 869.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 905.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 941.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 977.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 1013.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 1049.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 1085.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [423.0, 1121.0, 348.0, 36.0], xc2rydtAIU, 5742309]
[paragraph, [64.0, 764.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 800.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 836.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 872.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 908.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 944.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 980.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 1016.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 1052.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 1088.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[paragraph, [64.0, 1124.0, 342.0, 36.0], shoonya_2sM785KL50QUJU, 5742309]
[author, [829.0, 1081.0, 272.0, 36.0], DoXwM_AGZz, 5742309]
[quote, [926.0, 1193.0, 155.0, 36.0], VJ9XOYWLkn, 5742309]
[quote, [525.0, 1199.0, 202.0, 36.0], cpib5O2Qtk, 5742309]
[quote, [525.0, 1235.0, 202.0, 36.0], cpib5O2Qtk, 5742309]
[quote, [525.0, 1271.0, 202.0, 36.0], cpib5O2Qtk, 5742309]
[quote, [201.0, 1203.0, 289.0, 36.0], AI12pwf6Af, 5742309]
