[2200, 1700]
[paragraph, [372.0, 118.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 154.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 190.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 226.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 262.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 298.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 334.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 370.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 406.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 442.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 478.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 514.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 550.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 586.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 622.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 658.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 694.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [372.0, 730.0, 1135.0, 36.0], shoonya_1s2MYOKS29LTBD, 5733752]
[paragraph, [371.0, 857.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 893.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 929.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 965.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1001.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1037.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1073.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1109.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1145.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1181.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1217.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1253.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1289.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1325.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1361.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1397.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1433.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1469.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1505.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1541.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1577.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1613.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1649.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1685.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1721.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1757.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [371.0, 1793.0, 1131.0, 36.0], shoonya_0sQD83KICEHYH4, 5733752]
[paragraph, [374.0, 1879.0, 1131.0, 36.0], shoonya_2sG8A2X4OWHIGK, 5733752]
[paragraph, [374.0, 1915.0, 1131.0, 36.0], shoonya_2sG8A2X4OWHIGK, 5733752]
[paragraph, [374.0, 1951.0, 1131.0, 36.0], shoonya_2sG8A2X4OWHIGK, 5733752]
[paragraph, [374.0, 1987.0, 1131.0, 36.0], shoonya_2sG8A2X4OWHIGK, 5733752]
