[2339, 1654]
[paragraph, [190.0, 185.0, 1172.0, 36.0], shoonya_3s68QCWOSVCQ0S, 5754022]
[paragraph, [190.0, 221.0, 1172.0, 36.0], shoonya_3s68QCWOSVCQ0S, 5754022]
[paragraph, [190.0, 257.0, 1172.0, 36.0], shoonya_3s68QCWOSVCQ0S, 5754022]
[paragraph, [190.0, 293.0, 1172.0, 36.0], shoonya_3s68QCWOSVCQ0S, 5754022]
[paragraph, [182.0, 366.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 402.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 438.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 474.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 510.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 546.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 582.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 618.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 654.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 690.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 726.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 762.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 798.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 834.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 870.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 906.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 942.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 978.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1014.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1050.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1086.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1122.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1158.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1194.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1230.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1266.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1302.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1338.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[paragraph, [182.0, 1374.0, 1183.0, 36.0], shoonya_0sKV3E38KULM4Z, 5754022]
[section-title, [191.0, 1448.0, 264.0, 52.5], shoonya_5sGWA17F0UAXPM, 5754022]
[paragraph, [188.0, 1548.0, 1168.0, 36.0], shoonya_2sJQ11DC9KOPBR, 5754022]
[paragraph, [188.0, 1584.0, 1168.0, 36.0], shoonya_2sJQ11DC9KOPBR, 5754022]
[paragraph, [188.0, 1620.0, 1168.0, 36.0], shoonya_2sJQ11DC9KOPBR, 5754022]
[paragraph, [188.0, 1656.0, 1168.0, 36.0], shoonya_2sJQ11DC9KOPBR, 5754022]
[paragraph, [188.0, 1692.0, 1168.0, 36.0], shoonya_2sJQ11DC9KOPBR, 5754022]
[paragraph, [188.0, 1728.0, 1168.0, 36.0], shoonya_2sJQ11DC9KOPBR, 5754022]
[reference, [180.0, 1867.0, 1121.0, 36.0], coLounOOVp, 5754022]
[reference, [180.0, 1903.0, 1121.0, 36.0], coLounOOVp, 5754022]
[reference, [180.0, 1939.0, 1121.0, 36.0], coLounOOVp, 5754022]
[reference, [180.0, 1975.0, 1121.0, 36.0], coLounOOVp, 5754022]
[reference, [180.0, 2011.0, 1121.0, 36.0], coLounOOVp, 5754022]
[author, [213.0, 1872.0, 195.0, 36.0], 3As7bAnms6, 5754022]
[author, [220.0, 2021.0, 200.0, 36.0], cnLjwFtxq_, 5754022]
