[2339, 1656]
[headline, [639.0, 180.0, 381.0, 67.5], shoonya_1s03G3HBM8RSHT, 5753091]
[paragraph, [159.0, 319.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 355.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 391.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 427.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 463.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 499.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 535.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 571.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 607.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 643.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 679.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 715.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 751.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 787.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 823.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 859.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 895.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 931.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 967.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1003.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1039.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1075.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1111.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1147.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1183.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1219.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1255.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1291.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1327.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1363.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1399.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1435.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1471.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1507.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1543.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1579.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1615.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1651.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1687.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1723.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[paragraph, [159.0, 1759.0, 777.0, 36.0], ZsVnwLzFUJ, 5753091]
[author, [967.0, 1808.0, 555.0, 36.0], HUO9uZyHDd, 5753091]
[author, [967.0, 1844.0, 555.0, 36.0], HUO9uZyHDd, 5753091]
[author, [967.0, 1880.0, 555.0, 36.0], HUO9uZyHDd, 5753091]
[author, [967.0, 1916.0, 555.0, 36.0], HUO9uZyHDd, 5753091]
[author, [967.0, 1952.0, 555.0, 36.0], HUO9uZyHDd, 5753091]
[folio, [97.0, 2183.0, 486.0, 36.0], shoonya_0sJEOOWG530WLW, 5753091]
