[1606, 1006]
[section-title, [453.0, 325.0, 158.0, 49.5], shoonya_4sKRZSLSGYB4SZ, 5751124]
[paragraph, [183.0, 379.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 415.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 451.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 487.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 523.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 559.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 595.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 631.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 667.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 703.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 739.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 775.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [183.0, 811.0, 684.0, 36.0], shoonya_0s2DVIGTXSTFFY, 5751124]
[paragraph, [84.0, 921.0, 875.0, 36.0], shoonya_1sCZC7DLV4TANR, 5751124]
[paragraph, [84.0, 957.0, 875.0, 36.0], shoonya_1sCZC7DLV4TANR, 5751124]
[paragraph, [84.0, 993.0, 875.0, 36.0], shoonya_1sCZC7DLV4TANR, 5751124]
[paragraph, [84.0, 1029.0, 875.0, 36.0], shoonya_1sCZC7DLV4TANR, 5751124]
[paragraph, [84.0, 1065.0, 875.0, 36.0], shoonya_1sCZC7DLV4TANR, 5751124]
[ordered-list, [131.0, 1109.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1145.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1181.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1217.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1253.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1289.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1325.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1361.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1397.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
[ordered-list, [131.0, 1433.0, 827.0, 36.0], shoonya_5sTMLVGFUT1PA7, 5751124]
