[1754, 1241]
[paragraph, [236.0, 98.0, 191.0, 36.0], pwxdcx9JI8, 5706708]
[ordered-list, [155.0, 164.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 200.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 236.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 272.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 308.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 344.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 380.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 416.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 452.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 488.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 524.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 560.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 596.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 632.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 668.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 704.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 740.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 776.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 812.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 848.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 884.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 920.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 956.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 992.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1028.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1064.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1100.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1136.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1172.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1208.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1244.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1280.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1316.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1352.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1388.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[ordered-list, [155.0, 1424.0, 781.0, 36.0], 9DAA33m-aE, 5706708]
[sidebar, [970.0, 169.0, 54.0, 36.0], Gisg8Oc082, 5706708]
[sidebar, [936.0, 341.0, 158.0, 36.0], EfgvYIYx6_, 5706708]
[sidebar, [936.0, 377.0, 158.0, 36.0], EfgvYIYx6_, 5706708]
[sidebar, [936.0, 413.0, 158.0, 36.0], EfgvYIYx6_, 5706708]
[sub-ordered-list, [268.0, 581.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 617.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 653.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 689.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 725.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 761.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 797.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 833.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 869.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 905.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 941.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 977.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1013.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1049.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1085.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1121.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1157.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1193.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1229.0, 661.0, 36.0], vUlO46f-gE, 5706708]
[sub-ordered-list, [268.0, 1265.0, 661.0, 36.0], vUlO46f-gE, 5706708]
