[1818, 1374]
[folio, [542.0, 125.0, 253.0, 36.0], shoonya_0sRKZJT0X2W4J4, 5682965]
[paragraph, [102.0, 188.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 224.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 260.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 296.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 332.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 368.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 404.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 440.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 476.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 512.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 548.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 584.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 620.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 656.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 692.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 728.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 764.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 800.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 836.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 872.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 908.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 944.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 980.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1016.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1052.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1088.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1124.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1160.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1196.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1232.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1268.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1304.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1340.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1376.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1412.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1448.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1484.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1520.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1556.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1592.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1628.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [102.0, 1664.0, 569.0, 36.0], zRLDUvhV4b, 5682965]
[paragraph, [692.0, 190.0, 571.0, 36.0], ONhS7stvxb, 5682965]
[paragraph, [692.0, 226.0, 571.0, 36.0], ONhS7stvxb, 5682965]
[paragraph, [692.0, 262.0, 571.0, 36.0], ONhS7stvxb, 5682965]
[paragraph, [692.0, 298.0, 571.0, 36.0], ONhS7stvxb, 5682965]
[paragraph, [692.0, 334.0, 571.0, 36.0], ONhS7stvxb, 5682965]
[paragraph, [692.0, 370.0, 571.0, 36.0], ONhS7stvxb, 5682965]
