[1754, 1241]
[chapter-title, [350.0, 148.0, 616.0, 58.5], GYj3rcbIvV, 6471251]
[chapter-title, [350.0, 206.5, 616.0, 58.5], GYj3rcbIvV, 6471251]
[section-title, [207.0, 320.0, 664.0, 49.5], X5TBK_QK3E, 6471251]
[sub-section-title, [210.0, 399.0, 467.0, 36.0], 9GlkpcmWF2, 6471251]
[paragraph, [212.0, 477.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 513.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 549.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 585.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 621.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 657.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 693.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 729.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 765.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 801.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 837.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 873.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 909.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 945.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 981.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 1017.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 1053.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 1089.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 1125.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 1161.0, 887.0, 36.0], shoonya_0sD32VQZ9KQX55, 6471251]
[paragraph, [212.0, 1258.0, 884.0, 36.0], eriEB14fRa, 6471251]
[paragraph, [212.0, 1294.0, 884.0, 36.0], eriEB14fRa, 6471251]
[paragraph, [212.0, 1330.0, 884.0, 36.0], eriEB14fRa, 6471251]
[paragraph, [212.0, 1366.0, 884.0, 36.0], eriEB14fRa, 6471251]
[paragraph, [212.0, 1402.0, 884.0, 36.0], eriEB14fRa, 6471251]
[reference, [210.0, 1495.0, 895.0, 36.0], PZCqdUDEnt, 6471251]
[reference, [210.0, 1531.0, 895.0, 36.0], PZCqdUDEnt, 6471251]
[reference, [210.0, 1567.0, 895.0, 36.0], PZCqdUDEnt, 6471251]
