[1387, 987]
[section-title, [428.0, 138.0, 116.0, 30.0], Ra1ZmVvJe5, 5651729]
[section-title, [428.0, 168.0, 116.0, 30.0], Ra1ZmVvJe5, 5651729]
[paragraph, [36.0, 269.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 287.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 305.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 323.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 341.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 359.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 377.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 395.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 413.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 431.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 449.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 467.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 485.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 503.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 521.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 539.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [36.0, 557.0, 845.0, 18.0], shoonya_0sO2C0O4YAB6EF, 5651729]
[paragraph, [51.0, 595.0, 269.0, 18.0], 2JDmQrk7-z, 5651729]
[paragraph, [51.0, 613.0, 269.0, 18.0], 2JDmQrk7-z, 5651729]
[paragraph, [59.0, 650.0, 338.0, 18.0], 9yKbJTe9j-, 5651729]
[paragraph, [59.0, 668.0, 338.0, 18.0], 9yKbJTe9j-, 5651729]
[paragraph, [59.0, 686.0, 338.0, 18.0], 9yKbJTe9j-, 5651729]
[paragraph, [55.0, 715.0, 799.0, 18.0], B03kTls3Te, 5651729]
[paragraph, [55.0, 733.0, 799.0, 18.0], B03kTls3Te, 5651729]
[paragraph, [55.0, 751.0, 799.0, 18.0], B03kTls3Te, 5651729]
[paragraph, [58.0, 786.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 804.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 822.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 840.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 858.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 876.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 894.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 912.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [58.0, 930.0, 840.0, 18.0], PZs_-QpQSZ, 5651729]
[paragraph, [68.0, 962.0, 783.0, 18.0], bXKfpF0zOX, 5651729]
[paragraph, [68.0, 980.0, 783.0, 18.0], bXKfpF0zOX, 5651729]
[paragraph, [68.0, 998.0, 783.0, 18.0], bXKfpF0zOX, 5651729]
[paragraph, [68.0, 1016.0, 783.0, 18.0], bXKfpF0zOX, 5651729]
[paragraph, [68.0, 1034.0, 783.0, 18.0], bXKfpF0zOX, 5651729]
[paragraph, [68.0, 1052.0, 783.0, 18.0], bXKfpF0zOX, 5651729]
[paragraph, [60.0, 1092.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1110.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1128.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1146.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1164.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1182.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1200.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
[paragraph, [60.0, 1218.0, 827.0, 18.0], sVc4DlwQIs, 5651729]
