[2339, 1653]
[paragraph, [238.0, 245.0, 1163.0, 36.0], shoonya_4sKMF23MZEM6KD, 5686088]
[paragraph, [238.0, 281.0, 1163.0, 36.0], shoonya_4sKMF23MZEM6KD, 5686088]
[paragraph, [238.0, 317.0, 1163.0, 36.0], shoonya_4sKMF23MZEM6KD, 5686088]
[paragraph, [446.0, 382.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 418.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 454.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 490.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 526.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 562.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 598.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 634.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 670.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 706.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [446.0, 742.0, 967.0, 36.0], shoonya_7s5KOCRYRRVRB2, 5686088]
[paragraph, [244.0, 805.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 841.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 877.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 913.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 949.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 985.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1021.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1057.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1093.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1129.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1165.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1201.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1237.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1273.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [244.0, 1309.0, 1166.0, 36.0], shoonya_1sS28XFD2KF7OD, 5686088]
[paragraph, [243.0, 1502.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1538.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1574.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1610.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1646.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1682.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1718.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1754.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1790.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1826.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1862.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1898.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[paragraph, [243.0, 1934.0, 1163.0, 36.0], shoonya_0sULBZ80O13ZFE, 5686088]
[reference, [254.0, 2016.0, 538.0, 36.0], shoonya_3sUF3IJB5ZW54D, 5686088]
[reference, [254.0, 2052.0, 538.0, 36.0], shoonya_3sUF3IJB5ZW54D, 5686088]
