[978, 578]
[chapter-title, [155.0, 18.0, 286.0, 30.0], shoonya_0sURETJDR0D63D, 5776111]
[paragraph, [124.0, 58.0, 342.0, 18.0], JHSQCqQbUH, 5776111]
[paragraph, [124.0, 76.0, 342.0, 18.0], JHSQCqQbUH, 5776111]
[paragraph, [124.0, 94.0, 342.0, 18.0], JHSQCqQbUH, 5776111]
[paragraph, [124.0, 112.0, 342.0, 18.0], JHSQCqQbUH, 5776111]
[paragraph, [124.0, 130.0, 342.0, 18.0], JHSQCqQbUH, 5776111]
[paragraph, [126.0, 154.0, 340.0, 18.0], 7hzue4BuMT, 5776111]
[paragraph, [126.0, 172.0, 340.0, 18.0], 7hzue4BuMT, 5776111]
[paragraph, [126.0, 190.0, 340.0, 18.0], 7hzue4BuMT, 5776111]
[paragraph, [126.0, 208.0, 340.0, 18.0], 7hzue4BuMT, 5776111]
[paragraph, [126.0, 226.0, 340.0, 18.0], 7hzue4BuMT, 5776111]
[paragraph, [124.0, 251.0, 341.0, 18.0], 4Z6jH8HRBE, 5776111]
[paragraph, [124.0, 269.0, 341.0, 18.0], 4Z6jH8HRBE, 5776111]
[paragraph, [124.0, 287.0, 341.0, 18.0], 4Z6jH8HRBE, 5776111]
[paragraph, [124.0, 305.0, 341.0, 18.0], 4Z6jH8HRBE, 5776111]
[paragraph, [120.0, 329.0, 349.0, 18.0], WxbMK4UobV, 5776111]
[paragraph, [120.0, 347.0, 349.0, 18.0], WxbMK4UobV, 5776111]
[paragraph, [120.0, 365.0, 349.0, 18.0], WxbMK4UobV, 5776111]
[paragraph, [120.0, 383.0, 349.0, 18.0], WxbMK4UobV, 5776111]
[paragraph, [121.0, 411.0, 350.0, 18.0], IGIE2oK4hz, 5776111]
[paragraph, [121.0, 429.0, 350.0, 18.0], IGIE2oK4hz, 5776111]
[paragraph, [121.0, 447.0, 350.0, 18.0], IGIE2oK4hz, 5776111]
[paragraph, [121.0, 465.0, 350.0, 18.0], IGIE2oK4hz, 5776111]
[paragraph, [121.0, 492.0, 353.0, 18.0], BCHJWM5lLz, 5776111]
[paragraph, [121.0, 510.0, 353.0, 18.0], BCHJWM5lLz, 5776111]
[paragraph, [121.0, 528.0, 353.0, 18.0], BCHJWM5lLz, 5776111]
[paragraph, [121.0, 546.0, 353.0, 18.0], BCHJWM5lLz, 5776111]
[paragraph, [122.0, 574.0, 352.0, 18.0], Y-u9teqsX-, 5776111]
[paragraph, [122.0, 592.0, 352.0, 18.0], Y-u9teqsX-, 5776111]
[paragraph, [122.0, 610.0, 352.0, 18.0], Y-u9teqsX-, 5776111]
[paragraph, [122.0, 628.0, 352.0, 18.0], Y-u9teqsX-, 5776111]
[paragraph, [121.0, 650.0, 356.0, 18.0], T0JSjikLl8, 5776111]
[paragraph, [121.0, 668.0, 356.0, 18.0], T0JSjikLl8, 5776111]
[paragraph, [121.0, 686.0, 356.0, 18.0], T0JSjikLl8, 5776111]
[paragraph, [121.0, 704.0, 356.0, 18.0], T0JSjikLl8, 5776111]
[paragraph, [125.0, 734.0, 359.0, 18.0], lTcxFHGEND, 5776111]
[paragraph, [125.0, 752.0, 359.0, 18.0], lTcxFHGEND, 5776111]
[paragraph, [125.0, 770.0, 359.0, 18.0], lTcxFHGEND, 5776111]
[paragraph, [125.0, 788.0, 359.0, 18.0], lTcxFHGEND, 5776111]
[paragraph, [32.0, 820.0, 516.0, 18.0], tXqJAUp7-9, 5776111]
[paragraph, [32.0, 838.0, 516.0, 18.0], tXqJAUp7-9, 5776111]
[paragraph, [32.0, 865.0, 471.0, 18.0], LeODP2su_o, 5776111]
