[4210, 2980]
[folio, [2240.0, 199.0, 445.0, 52.5], shoonya_2sKZYD88BMGU8S, 5698861]
[ordered-list, [492.0, 344.0, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 396.5, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 449.0, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 501.5, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 554.0, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 606.5, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 659.0, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 711.5, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 764.0, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[ordered-list, [492.0, 816.5, 2193.0, 52.5], shoonya_6sD36GYUMV3XDK, 5698861]
[figure-caption, [914.0, 1508.0, 433.0, 52.5], w7tSYuMgM0, 5698861]
[figure-caption, [1900.0, 1569.0, 655.0, 52.5], 1x1UoVukvF, 5698861]
[answer, [333.0, 1880.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 1932.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 1985.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2037.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2090.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2142.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2195.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2247.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2300.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2352.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2405.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2457.5, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
[answer, [333.0, 2510.0, 2383.0, 52.5], shoonya_5s2AW8EXF7S09R, 5698861]
