[2067, 1567]
[section-title, [593.0, 393.0, 381.0, 52.5], shoonya_4sW9AZ11OC5AZI, 5735944]
[unordered-list, [182.0, 516.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 552.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 588.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 624.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 660.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 696.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 732.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 768.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 804.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 840.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 876.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 912.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 948.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 984.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1020.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1056.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1092.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1128.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1164.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1200.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1236.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1272.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1308.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1344.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1380.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1416.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1452.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1488.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1524.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1560.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1596.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1632.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1668.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1704.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1740.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [182.0, 1776.0, 574.0, 36.0], shoonya_0s7V0AGPQL8QYI, 5735944]
[unordered-list, [790.0, 521.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 557.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 593.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 629.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 665.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 701.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 737.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 773.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 809.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 845.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 881.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 917.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 953.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 989.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1025.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1061.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1097.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1133.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1169.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1205.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1241.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1277.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1313.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1349.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1385.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1421.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1457.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1493.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1529.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1565.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1601.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1637.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1673.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1709.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[unordered-list, [790.0, 1745.0, 560.0, 36.0], shoonya_1sT8Y64NO8Q6CD, 5735944]
[folio, [1037.0, 1819.0, 337.0, 36.0], AFyWo8njzC, 5735944]
[folio, [470.0, 1927.0, 731.0, 36.0], Gn7XogjP8C, 5735944]
