[1238, 765]
[chapter-title, [295.0, 71.0, 205.0, 30.0], dfNdIfxMRA, 5770676]
[paragraph, [71.0, 128.0, 308.0, 18.0], yO7pEZyaWB, 5770676]
[paragraph, [71.0, 146.0, 308.0, 18.0], yO7pEZyaWB, 5770676]
[paragraph, [71.0, 164.0, 308.0, 18.0], yO7pEZyaWB, 5770676]
[paragraph, [383.0, 130.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 148.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 166.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 184.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 202.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 220.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 238.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 256.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 274.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 292.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 310.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 328.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 346.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 364.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 382.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 400.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [383.0, 418.0, 307.0, 18.0], uYOoucGC4N, 5770676]
[paragraph, [73.0, 181.0, 306.0, 18.0], lQcLQPM85i, 5770676]
[paragraph, [73.0, 199.0, 306.0, 18.0], lQcLQPM85i, 5770676]
[paragraph, [73.0, 217.0, 306.0, 18.0], lQcLQPM85i, 5770676]
[paragraph, [73.0, 235.0, 306.0, 18.0], lQcLQPM85i, 5770676]
[section-title, [70.0, 254.0, 170.0, 30.0], md_MrkQSuM, 5770676]
[paragraph, [75.0, 282.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [75.0, 300.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [75.0, 318.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [75.0, 336.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [75.0, 354.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [75.0, 372.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [75.0, 390.0, 305.0, 18.0], shoonya_2sMQH5G0RDJU3P, 5770676]
[paragraph, [76.0, 419.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 437.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 455.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 473.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 491.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 509.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 527.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 545.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 563.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 581.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 599.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 617.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 635.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [76.0, 653.0, 303.0, 18.0], 9bIdSx8m8M, 5770676]
[paragraph, [378.0, 450.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 468.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 486.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 504.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 522.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 540.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 558.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 576.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 594.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 612.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 630.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 648.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 666.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 684.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 702.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 720.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [378.0, 738.0, 315.0, 18.0], shoonya_0sGH3DOY0JWPHH, 5770676]
[paragraph, [81.0, 682.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 700.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 718.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
[paragraph, [81.0, 736.0, 302.0, 18.0], Bxz4D1ii1h, 5770676]
