[1571, 1128]
[headline, [117.0, 78.0, 661.0, 37.5], shoonya_7sU06AGNVAZ34S, 6471822]
[figure-caption, [544.0, 174.0, 185.0, 36.0], shoonya_15sA0X5A4PF64C, 6471822]
[figure-caption, [544.0, 210.0, 185.0, 36.0], shoonya_15sA0X5A4PF64C, 6471822]
[figure-caption, [544.0, 246.0, 185.0, 36.0], shoonya_15sA0X5A4PF64C, 6471822]
[figure-caption, [544.0, 282.0, 185.0, 36.0], shoonya_15sA0X5A4PF64C, 6471822]
[figure-caption, [848.0, 183.0, 166.0, 36.0], shoonya_5s1CMSKDDPWY2V, 6471822]
[figure-caption, [848.0, 219.0, 166.0, 36.0], shoonya_5s1CMSKDDPWY2V, 6471822]
[figure-caption, [848.0, 255.0, 166.0, 36.0], shoonya_5s1CMSKDDPWY2V, 6471822]
[figure-caption, [848.0, 291.0, 166.0, 36.0], shoonya_5s1CMSKDDPWY2V, 6471822]
[figure-caption, [240.0, 187.0, 161.0, 36.0], shoonya_11sY76F4B8DFZ4, 6471822]
[figure-caption, [240.0, 223.0, 161.0, 36.0], shoonya_11sY76F4B8DFZ4, 6471822]
[figure-caption, [240.0, 259.0, 161.0, 36.0], shoonya_11sY76F4B8DFZ4, 6471822]
[paragraph, [432.0, 338.0, 289.0, 36.0], shoonya_10s11VDG9KKLM4, 6471822]
[paragraph, [432.0, 374.0, 289.0, 36.0], shoonya_10s11VDG9KKLM4, 6471822]
[paragraph, [432.0, 410.0, 289.0, 36.0], shoonya_10s11VDG9KKLM4, 6471822]
[paragraph, [432.0, 446.0, 289.0, 36.0], shoonya_10s11VDG9KKLM4, 6471822]
[paragraph, [137.0, 339.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 375.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 411.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 447.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 483.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 519.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 555.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 591.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [137.0, 627.0, 291.0, 36.0], shoonya_6sSNE3FBS9DNGT, 6471822]
[paragraph, [731.0, 344.0, 282.0, 36.0], shoonya_3s3T0CFOZIC93T, 6471822]
[paragraph, [731.0, 380.0, 282.0, 36.0], shoonya_3s3T0CFOZIC93T, 6471822]
[paragraph, [730.0, 449.0, 280.0, 36.0], 8Gim_h5-n0, 6471822]
[paragraph, [730.0, 485.0, 280.0, 36.0], 8Gim_h5-n0, 6471822]
[paragraph, [730.0, 521.0, 280.0, 36.0], 8Gim_h5-n0, 6471822]
[paragraph, [730.0, 557.0, 280.0, 36.0], 8Gim_h5-n0, 6471822]
[paragraph, [730.0, 593.0, 280.0, 36.0], 8Gim_h5-n0, 6471822]
[paragraph, [428.0, 501.0, 296.0, 36.0], pdwaElKS4N, 6471822]
[paragraph, [428.0, 537.0, 296.0, 36.0], pdwaElKS4N, 6471822]
[paragraph, [428.0, 573.0, 296.0, 36.0], pdwaElKS4N, 6471822]
[paragraph, [428.0, 609.0, 296.0, 36.0], pdwaElKS4N, 6471822]
[headline, [381.0, 682.0, 406.0, 37.5], shoonya_17sH049C71786B, 6471822]
[headline, [381.0, 719.5, 406.0, 37.5], shoonya_17sH049C71786B, 6471822]
[headline, [381.0, 757.0, 406.0, 37.5], shoonya_17sH049C71786B, 6471822]
[sub-headline, [136.0, 831.0, 102.0, 36.0], shoonya_13sM6YVJQAH500, 6471822]
[figure-caption, [852.0, 841.0, 163.0, 36.0], shoonya_16sAPN6DANQE0K, 6471822]
[figure-caption, [852.0, 877.0, 163.0, 36.0], shoonya_16sAPN6DANQE0K, 6471822]
[figure-caption, [852.0, 913.0, 163.0, 36.0], shoonya_16sAPN6DANQE0K, 6471822]
[figure-caption, [852.0, 949.0, 163.0, 36.0], shoonya_16sAPN6DANQE0K, 6471822]
[figure-caption, [239.0, 842.0, 179.0, 36.0], yiYiUJR14I, 6471822]
[figure-caption, [239.0, 878.0, 179.0, 36.0], yiYiUJR14I, 6471822]
[figure-caption, [239.0, 914.0, 179.0, 36.0], yiYiUJR14I, 6471822]
[figure-caption, [239.0, 950.0, 179.0, 36.0], yiYiUJR14I, 6471822]
[figure-caption, [542.0, 870.0, 177.0, 36.0], cqoOYFR70h, 6471822]
[figure-caption, [542.0, 906.0, 177.0, 36.0], cqoOYFR70h, 6471822]
[figure-caption, [542.0, 942.0, 177.0, 36.0], cqoOYFR70h, 6471822]
[paragraph, [133.0, 1003.0, 289.0, 36.0], shoonya_0sBUUSFZ9E2PZ2, 6471822]
[paragraph, [133.0, 1039.0, 289.0, 36.0], shoonya_0sBUUSFZ9E2PZ2, 6471822]
[paragraph, [133.0, 1075.0, 289.0, 36.0], shoonya_0sBUUSFZ9E2PZ2, 6471822]
[paragraph, [133.0, 1111.0, 289.0, 36.0], shoonya_0sBUUSFZ9E2PZ2, 6471822]
[paragraph, [133.0, 1147.0, 289.0, 36.0], shoonya_0sBUUSFZ9E2PZ2, 6471822]
[paragraph, [731.0, 1003.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [731.0, 1039.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [731.0, 1075.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [731.0, 1111.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [731.0, 1147.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [731.0, 1183.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [731.0, 1219.0, 287.0, 36.0], 2UVnsunckC, 6471822]
[paragraph, [425.0, 1004.0, 281.0, 36.0], 0sNXYU3rYn, 6471822]
[paragraph, [425.0, 1040.0, 281.0, 36.0], 0sNXYU3rYn, 6471822]
[paragraph, [425.0, 1076.0, 281.0, 36.0], 0sNXYU3rYn, 6471822]
[paragraph, [425.0, 1112.0, 281.0, 36.0], 0sNXYU3rYn, 6471822]
[paragraph, [425.0, 1148.0, 281.0, 36.0], 0sNXYU3rYn, 6471822]
[paragraph, [133.0, 1186.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [133.0, 1222.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [133.0, 1258.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [133.0, 1294.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [133.0, 1330.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [133.0, 1366.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [133.0, 1402.0, 289.0, 36.0], shoonya_4s4022Y0HWMCOR, 6471822]
[paragraph, [432.0, 1210.0, 274.0, 36.0], BZ4Z3KobrF, 6471822]
[paragraph, [432.0, 1246.0, 274.0, 36.0], BZ4Z3KobrF, 6471822]
[paragraph, [432.0, 1282.0, 274.0, 36.0], BZ4Z3KobrF, 6471822]
[paragraph, [432.0, 1318.0, 274.0, 36.0], BZ4Z3KobrF, 6471822]
[paragraph, [432.0, 1354.0, 274.0, 36.0], BZ4Z3KobrF, 6471822]
[paragraph, [432.0, 1390.0, 274.0, 36.0], BZ4Z3KobrF, 6471822]
[paragraph, [736.0, 1258.0, 281.0, 36.0], zAZy_Cv8Zc, 6471822]
[paragraph, [736.0, 1294.0, 281.0, 36.0], zAZy_Cv8Zc, 6471822]
[paragraph, [736.0, 1330.0, 281.0, 36.0], zAZy_Cv8Zc, 6471822]
[paragraph, [736.0, 1366.0, 281.0, 36.0], zAZy_Cv8Zc, 6471822]
[paragraph, [736.0, 1402.0, 281.0, 36.0], zAZy_Cv8Zc, 6471822]
