[1755, 1240]
[section-title, [530.0, 109.0, 473.0, 49.5], shoonya_0s8R22X21S20XK, 6478381]
[unordered-list, [383.0, 215.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 251.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 287.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 323.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 359.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 395.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 431.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 467.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 503.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 539.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 575.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 611.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 647.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 683.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 719.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 755.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 791.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 827.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 863.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 899.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 935.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 971.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1007.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1043.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1079.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1115.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1151.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1187.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1223.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1259.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1295.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1331.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1367.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1403.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1439.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1475.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1511.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1547.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
[unordered-list, [383.0, 1583.0, 777.0, 36.0], shoonya_2sZZP19Y2J2KXQ, 6478381]
