[2876, 2048]
[headline, [1028.0, 207.0, 448.0, 52.5], shoonya_10sZ7NIHP1OJYZ, 6473890]
[headline, [1028.0, 259.5, 448.0, 52.5], shoonya_10sZ7NIHP1OJYZ, 6473890]
[headline, [181.0, 212.0, 704.0, 52.5], shoonya_4sRW5H88CZYTJ4, 6473890]
[headline, [181.0, 264.5, 704.0, 52.5], shoonya_4sRW5H88CZYTJ4, 6473890]
[paragraph, [1032.0, 369.0, 807.0, 46.5], shoonya_2sIIWS6AYU127G, 6473890]
[paragraph, [1032.0, 415.5, 807.0, 46.5], shoonya_2sIIWS6AYU127G, 6473890]
[paragraph, [1032.0, 462.0, 807.0, 46.5], shoonya_2sIIWS6AYU127G, 6473890]
[paragraph, [1032.0, 508.5, 807.0, 46.5], shoonya_2sIIWS6AYU127G, 6473890]
[paragraph, [184.0, 376.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 422.5, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 469.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 515.5, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 562.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 608.5, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 655.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 701.5, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 748.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 794.5, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 841.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 887.5, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [184.0, 934.0, 678.0, 46.5], shoonya_6s8WPTU7FJ5HB5, 6473890]
[paragraph, [1036.0, 617.0, 827.0, 46.5], shoonya_1s9U2XQREAC40O, 6473890]
[paragraph, [1036.0, 663.5, 827.0, 46.5], shoonya_1s9U2XQREAC40O, 6473890]
[paragraph, [1036.0, 710.0, 827.0, 46.5], shoonya_1s9U2XQREAC40O, 6473890]
[paragraph, [1036.0, 756.5, 827.0, 46.5], shoonya_1s9U2XQREAC40O, 6473890]
[paragraph, [1036.0, 803.0, 827.0, 46.5], shoonya_1s9U2XQREAC40O, 6473890]
[paragraph, [1036.0, 849.5, 827.0, 46.5], shoonya_1s9U2XQREAC40O, 6473890]
[paragraph, [1040.0, 913.0, 817.0, 46.5], shoonya_0s6BMGCQKF0SP7, 6473890]
[paragraph, [1040.0, 959.5, 817.0, 46.5], shoonya_0s6BMGCQKF0SP7, 6473890]
[paragraph, [1040.0, 1006.0, 817.0, 46.5], shoonya_0s6BMGCQKF0SP7, 6473890]
[paragraph, [1040.0, 1052.5, 817.0, 46.5], shoonya_0s6BMGCQKF0SP7, 6473890]
[paragraph, [1040.0, 1099.0, 817.0, 46.5], shoonya_0s6BMGCQKF0SP7, 6473890]
[paragraph, [183.0, 1022.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1068.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1115.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1161.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1208.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1254.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1301.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1347.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1394.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1440.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1487.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1533.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1580.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1626.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1673.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1719.5, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
[paragraph, [183.0, 1766.0, 697.0, 46.5], shoonya_5sK8UMAF0AM1XH, 6473890]
