[1447, 1063]
[folio, [422.0, 47.0, 215.0, 18.0], E3O0OTx8xa, 5763194]
[folio, [422.0, 65.0, 215.0, 18.0], E3O0OTx8xa, 5763194]
[section-title, [119.0, 115.0, 434.0, 30.0], xN9jPR4IKd, 5763194]
[contact-info, [123.0, 175.0, 417.0, 18.0], 6HSWz6xHCz, 5763194]
[contact-info, [123.0, 193.0, 417.0, 18.0], 6HSWz6xHCz, 5763194]
[contact-info, [123.0, 211.0, 417.0, 18.0], 6HSWz6xHCz, 5763194]
[contact-info, [123.0, 229.0, 417.0, 18.0], 6HSWz6xHCz, 5763194]
[contact-info, [123.0, 260.0, 418.0, 18.0], Oev8NiebRy, 5763194]
[contact-info, [123.0, 278.0, 418.0, 18.0], Oev8NiebRy, 5763194]
[contact-info, [123.0, 296.0, 418.0, 18.0], Oev8NiebRy, 5763194]
[contact-info, [123.0, 314.0, 418.0, 18.0], Oev8NiebRy, 5763194]
[contact-info, [555.0, 301.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [555.0, 319.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [555.0, 337.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [555.0, 355.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [555.0, 373.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [555.0, 391.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [555.0, 409.0, 369.0, 18.0], Y4cj9mIoNT, 5763194]
[contact-info, [124.0, 349.0, 417.0, 18.0], eTLPM2DVM8, 5763194]
[contact-info, [124.0, 367.0, 417.0, 18.0], eTLPM2DVM8, 5763194]
[contact-info, [127.0, 406.0, 417.0, 18.0], c8zeOxqvWi, 5763194]
[contact-info, [127.0, 424.0, 417.0, 18.0], c8zeOxqvWi, 5763194]
[contact-info, [127.0, 442.0, 417.0, 18.0], c8zeOxqvWi, 5763194]
[contact-info, [127.0, 460.0, 417.0, 18.0], c8zeOxqvWi, 5763194]
[contact-info, [556.0, 442.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [556.0, 460.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [556.0, 478.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [556.0, 496.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [556.0, 514.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [556.0, 532.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [556.0, 550.0, 366.0, 18.0], NzecERiggi, 5763194]
[contact-info, [124.0, 497.0, 419.0, 18.0], I1Zp2U8iz-, 5763194]
[contact-info, [124.0, 515.0, 419.0, 18.0], I1Zp2U8iz-, 5763194]
[contact-info, [124.0, 533.0, 419.0, 18.0], I1Zp2U8iz-, 5763194]
[contact-info, [124.0, 551.0, 419.0, 18.0], I1Zp2U8iz-, 5763194]
[contact-info, [120.0, 589.0, 423.0, 18.0], ZOLKf6tsYh, 5763194]
[contact-info, [120.0, 607.0, 423.0, 18.0], ZOLKf6tsYh, 5763194]
[contact-info, [120.0, 625.0, 423.0, 18.0], ZOLKf6tsYh, 5763194]
[contact-info, [120.0, 643.0, 423.0, 18.0], ZOLKf6tsYh, 5763194]
[contact-info, [120.0, 661.0, 423.0, 18.0], ZOLKf6tsYh, 5763194]
[contact-info, [120.0, 679.0, 423.0, 18.0], ZOLKf6tsYh, 5763194]
[contact-info, [558.0, 594.0, 368.0, 18.0], YX35XlQwyy, 5763194]
[contact-info, [558.0, 612.0, 368.0, 18.0], YX35XlQwyy, 5763194]
[contact-info, [558.0, 630.0, 368.0, 18.0], YX35XlQwyy, 5763194]
[contact-info, [558.0, 648.0, 368.0, 18.0], YX35XlQwyy, 5763194]
[contact-info, [558.0, 666.0, 368.0, 18.0], YX35XlQwyy, 5763194]
[section-title, [346.0, 744.0, 380.0, 30.0], shoonya_2sAJSX8QGJSVBT, 5763194]
[paragraph, [150.0, 796.0, 778.0, 18.0], iOhc8xrNH2, 5763194]
[paragraph, [150.0, 814.0, 778.0, 18.0], iOhc8xrNH2, 5763194]
[paragraph, [150.0, 832.0, 778.0, 18.0], iOhc8xrNH2, 5763194]
[paragraph, [150.0, 850.0, 778.0, 18.0], iOhc8xrNH2, 5763194]
[paragraph, [150.0, 868.0, 778.0, 18.0], iOhc8xrNH2, 5763194]
[contact-info, [239.0, 1186.0, 580.0, 18.0], KPrX5Z_6OF, 5763194]
[contact-info, [239.0, 1204.0, 580.0, 18.0], KPrX5Z_6OF, 5763194]
[contact-info, [239.0, 1222.0, 580.0, 18.0], KPrX5Z_6OF, 5763194]
[contact-info, [239.0, 1240.0, 580.0, 18.0], KPrX5Z_6OF, 5763194]
[contact-info, [239.0, 1258.0, 580.0, 18.0], KPrX5Z_6OF, 5763194]
[contact-info, [239.0, 1276.0, 580.0, 18.0], KPrX5Z_6OF, 5763194]
[website-link, [377.0, 1272.0, 313.0, 18.0], Pf2IW2vNTX, 5763194]
