[2481, 1654]
[folio, [1192.0, 107.0, 115.0, 36.0], 5NwTqp7yEC, 5721442]
[paragraph, [161.0, 221.0, 1271.0, 36.0], ZbhScRqDT1, 5721442]
[paragraph, [161.0, 257.0, 1271.0, 36.0], ZbhScRqDT1, 5721442]
[paragraph, [173.0, 320.0, 1070.0, 36.0], RRt7B6f4JJ, 5721442]
[paragraph, [173.0, 376.0, 1259.0, 36.0], qRP6DwXGJn, 5721442]
[paragraph, [173.0, 412.0, 1259.0, 36.0], qRP6DwXGJn, 5721442]
[paragraph, [169.0, 479.0, 1261.0, 36.0], RJ9Z3L0DLH, 5721442]
[paragraph, [169.0, 515.0, 1261.0, 36.0], RJ9Z3L0DLH, 5721442]
[paragraph, [231.0, 583.0, 649.0, 36.0], EFyovwSlfO, 5721442]
[paragraph, [165.0, 636.0, 1265.0, 36.0], uU2nu7VTZz, 5721442]
[paragraph, [165.0, 672.0, 1265.0, 36.0], uU2nu7VTZz, 5721442]
[paragraph, [231.0, 742.0, 372.0, 36.0], qcv98dtzdl, 5721442]
[paragraph, [167.0, 793.0, 1271.0, 36.0], ho3dL7pPtN, 5721442]
[paragraph, [167.0, 829.0, 1271.0, 36.0], ho3dL7pPtN, 5721442]
[paragraph, [167.0, 865.0, 1271.0, 36.0], ho3dL7pPtN, 5721442]
[paragraph, [167.0, 901.0, 1271.0, 36.0], ho3dL7pPtN, 5721442]
[paragraph, [167.0, 951.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 987.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1023.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1059.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1095.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1131.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1167.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1203.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1239.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1275.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1311.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1347.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1383.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [167.0, 1419.0, 1267.0, 36.0], COiaqq5Jo2, 5721442]
[paragraph, [161.0, 1467.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [161.0, 1503.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [161.0, 1539.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [161.0, 1575.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [161.0, 1611.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [161.0, 1647.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [161.0, 1683.0, 1277.0, 36.0], fgvsjTPu1L, 5721442]
[paragraph, [164.0, 1728.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1764.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1800.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1836.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1872.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1908.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1944.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 1980.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 2016.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 2052.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 2088.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 2124.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
[paragraph, [164.0, 2160.0, 1263.0, 36.0], shoonya_2sLBGXBQVH782N, 5721442]
