[2200, 1700]
[paragraph, [373.0, 105.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 141.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 177.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 213.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 249.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 285.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 321.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 357.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 393.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 429.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 465.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 501.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 537.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 573.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 609.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 645.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 681.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 717.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 753.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 789.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 825.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 861.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 897.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 933.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 969.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [373.0, 1005.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [372.0, 1059.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1095.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1131.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1167.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1203.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1239.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1275.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1311.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1347.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1383.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1419.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [372.0, 1455.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
