[1755, 1240]
[section-title, [526.0, 322.0, 308.0, 49.5], 4ASko17cEA, 5718026]
[sub-section-title, [616.0, 420.0, 134.0, 36.0], AzLhNfZaUx, 5718026]
[ordered-list, [302.0, 499.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 535.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 571.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 607.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 643.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 679.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 715.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 751.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 787.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 823.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 859.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 895.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 931.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 967.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1003.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1039.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1075.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1111.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1147.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1183.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1219.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1255.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1291.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1327.0, 747.0, 36.0], An7lKMqHWS, 5718026]
[ordered-list, [302.0, 1363.0, 747.0, 36.0], An7lKMqHWS, 5718026]
