[1868, 1213]
[author, [564.0, 130.0, 446.0, 36.0], XvrB8lg9DP, 5692438]
[author, [564.0, 166.0, 446.0, 36.0], XvrB8lg9DP, 5692438]
[headline, [247.0, 133.0, 128.0, 37.5], _GM2vGTE1U, 5692438]
[quote, [212.0, 240.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 276.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 312.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 348.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 384.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 420.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 456.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 492.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 528.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 564.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 600.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 636.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 672.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 708.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 744.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 780.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 816.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 852.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 888.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 924.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 960.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 996.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1032.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1068.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1104.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1140.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1176.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1212.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1248.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1284.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1320.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1356.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1392.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1428.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1464.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1500.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
[quote, [212.0, 1536.0, 856.0, 36.0], STgnDvJ1Kn, 5692438]
