[2325, 1771]
[paragraph, [385.0, 202.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 238.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 274.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 310.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 346.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 382.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 418.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 454.0, 1187.0, 36.0], shoonya_6sY2KLMOHSPMHP, 5734579]
[paragraph, [385.0, 652.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 688.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 724.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 760.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 796.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 832.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 868.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 904.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 940.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 976.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 1012.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [385.0, 1048.0, 1180.0, 36.0], shoonya_0sBDUSQZ6LIOZC, 5734579]
[paragraph, [376.0, 1128.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1164.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1200.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1236.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1272.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1308.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1344.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1380.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1416.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1452.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1488.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [376.0, 1524.0, 1189.0, 36.0], shoonya_1s6PK5PGZALATT, 5734579]
[paragraph, [377.0, 1608.0, 1187.0, 36.0], shoonya_5s0EHICS0ETDMO, 5734579]
[paragraph, [377.0, 1644.0, 1187.0, 36.0], shoonya_5s0EHICS0ETDMO, 5734579]
[paragraph, [377.0, 1680.0, 1187.0, 36.0], shoonya_5s0EHICS0ETDMO, 5734579]
[paragraph, [377.0, 1716.0, 1187.0, 36.0], shoonya_5s0EHICS0ETDMO, 5734579]
[paragraph, [377.0, 1752.0, 1187.0, 36.0], shoonya_5s0EHICS0ETDMO, 5734579]
[paragraph, [377.0, 1836.0, 1186.0, 36.0], shoonya_4sZSGG0R2BO0ZO, 5734579]
[paragraph, [377.0, 1872.0, 1186.0, 36.0], shoonya_4sZSGG0R2BO0ZO, 5734579]
[paragraph, [377.0, 1908.0, 1186.0, 36.0], shoonya_4sZSGG0R2BO0ZO, 5734579]
