[2200, 1700]
[paragraph, [280.0, 220.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 256.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 292.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 328.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 364.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 400.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 436.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 472.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 508.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 544.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 580.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 616.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 652.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 688.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 724.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 760.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 796.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 832.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 868.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 904.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 940.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 976.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 1012.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[paragraph, [280.0, 1048.0, 1135.0, 36.0], shoonya_1s3K316E2RBBPT, 5686895]
[section-title, [283.0, 1141.0, 266.0, 52.5], shoonya_3s9SUE2GFPDB9M, 5686895]
[paragraph, [283.0, 1240.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1276.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1312.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1348.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1384.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1420.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1456.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1492.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1528.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1564.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1600.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1636.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1672.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1708.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1744.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1780.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1816.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1852.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
[paragraph, [283.0, 1888.0, 1133.0, 36.0], shoonya_0sG61LJVDPUQ6O, 5686895]
