[1518, 1075]
[folio, [442.0, 111.0, 87.0, 36.0], 5ZkkJ4yv39, 5722601]
[paragraph, [90.0, 168.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 204.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 240.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 276.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 312.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 348.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 384.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 420.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 456.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 492.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 528.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 564.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 600.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 636.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 672.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 708.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 744.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 780.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 816.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 852.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 888.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [90.0, 924.0, 429.0, 36.0], shoonya_2sNNDHI3MTBNC4, 5722601]
[paragraph, [533.0, 172.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 208.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 244.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 280.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 316.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 352.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 388.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 424.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 460.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [533.0, 496.0, 429.0, 36.0], shoonya_1sVJ3SCDYEQZP9, 5722601]
[paragraph, [535.0, 572.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 608.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 644.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 680.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 716.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 752.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 788.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 824.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 860.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 896.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 932.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 968.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1004.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1040.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1076.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1112.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1148.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1184.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1220.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1256.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[paragraph, [535.0, 1292.0, 428.0, 36.0], shoonya_3sPK1SCQETLJKY, 5722601]
[sub-headline, [108.0, 1003.0, 395.0, 36.0], o9vCOfUyET, 5722601]
[paragraph, [89.0, 1040.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
[paragraph, [89.0, 1076.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
[paragraph, [89.0, 1112.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
[paragraph, [89.0, 1148.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
[paragraph, [89.0, 1184.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
[paragraph, [89.0, 1220.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
[paragraph, [89.0, 1256.0, 427.0, 36.0], shoonya_0sWCILYI4P1DEZ, 5722601]
