[1298, 853]
[section-title, [308.0, 65.0, 240.0, 30.0], shoonya_1sGEH1O7SCXDM3, 5709737]
[paragraph, [44.0, 123.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [44.0, 141.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [44.0, 159.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [44.0, 177.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [44.0, 195.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [44.0, 213.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [44.0, 231.0, 760.0, 18.0], shoonya_4sE5QYCWSESDZL, 5709737]
[paragraph, [43.0, 269.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 287.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 305.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 323.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 341.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 359.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 377.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 395.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 413.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 431.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 449.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 467.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 485.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 503.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 521.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 539.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 557.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 575.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 593.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [43.0, 611.0, 759.0, 18.0], Ra-qEWX4aK, 5709737]
[paragraph, [44.0, 636.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 654.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 672.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 690.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 708.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 726.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 744.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 762.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 780.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 798.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 816.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 834.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 852.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 870.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 888.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 906.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 924.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 942.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 960.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 978.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 996.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [44.0, 1014.0, 758.0, 18.0], YeOFI4CqQe, 5709737]
[paragraph, [45.0, 1039.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1057.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1075.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1093.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1111.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1129.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1147.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1165.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1183.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
[paragraph, [45.0, 1201.0, 757.0, 18.0], WU5m5DmXZf, 5709737]
