[1447, 1063]
[folio, [432.0, 56.0, 196.0, 18.0], EAfxmhq8Iz, 5762298]
[section-title, [215.0, 122.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 152.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 182.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 212.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 242.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 272.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 302.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 332.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[section-title, [215.0, 362.0, 631.0, 30.0], aJh_hA6cds, 5762298]
[paragraph, [107.0, 422.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 440.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 458.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 476.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 494.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 512.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 530.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 548.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 566.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 584.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 602.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 620.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [107.0, 638.0, 417.0, 18.0], aqzTFYKDAt, 5762298]
[paragraph, [535.0, 425.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 443.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 461.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 479.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 497.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 515.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 533.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 551.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 569.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 587.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 605.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [535.0, 623.0, 416.0, 18.0], Xu0BDuAJYl, 5762298]
[paragraph, [538.0, 659.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 677.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 695.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 713.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 731.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 749.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 767.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 785.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 803.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 821.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [538.0, 839.0, 415.0, 18.0], XSvcM7_qZX, 5762298]
[paragraph, [109.0, 687.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 705.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 723.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 741.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 759.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 777.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 795.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 813.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 831.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 849.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 867.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 885.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 903.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 921.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [109.0, 939.0, 416.0, 18.0], shoonya_0s6HXRNAC8ULCI, 5762298]
[paragraph, [536.0, 888.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 906.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 924.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 942.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 960.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 978.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 996.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1014.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1032.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1050.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1068.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1086.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1104.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1122.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1140.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1158.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1176.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1194.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1212.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1230.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [536.0, 1248.0, 415.0, 18.0], zwQMLlEFaf, 5762298]
[paragraph, [111.0, 969.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 987.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1005.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1023.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1041.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1059.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1077.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1095.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1113.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1131.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1149.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1167.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1185.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1203.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1221.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1239.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1257.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1275.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
[paragraph, [111.0, 1293.0, 419.0, 18.0], L_9MvAe-mS, 5762298]
