[2339, 1654]
[folio, [78.0, 47.0, 362.0, 36.0], ZpVAvlfwMY, 5751231]
[paragraph, [93.0, 97.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 133.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 169.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 205.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 241.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 277.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 313.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 349.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [93.0, 385.0, 1502.0, 36.0], KZ9FQ7a_Wd, 5751231]
[paragraph, [230.0, 424.0, 1189.0, 36.0], MmaOJtjA5R, 5751231]
[paragraph, [230.0, 460.0, 1189.0, 36.0], MmaOJtjA5R, 5751231]
[paragraph, [230.0, 496.0, 1189.0, 36.0], MmaOJtjA5R, 5751231]
[paragraph, [230.0, 532.0, 1189.0, 36.0], MmaOJtjA5R, 5751231]
[reference, [941.0, 572.0, 462.0, 36.0], shoonya_2sJFIOXOV3OWYH, 5751231]
[paragraph, [100.0, 641.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 677.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 713.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 749.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 785.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 821.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 857.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 893.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 929.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 965.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [100.0, 1001.0, 1484.0, 36.0], shoonya_3s6W9PH7DKF6OS, 5751231]
[paragraph, [252.0, 1017.0, 1142.0, 36.0], d2PVMvFLNV, 5751231]
[paragraph, [252.0, 1053.0, 1142.0, 36.0], d2PVMvFLNV, 5751231]
[paragraph, [252.0, 1089.0, 1142.0, 36.0], d2PVMvFLNV, 5751231]
[paragraph, [252.0, 1125.0, 1142.0, 36.0], d2PVMvFLNV, 5751231]
[reference, [955.0, 1166.0, 468.0, 36.0], 8l6QEhzMaa, 5751231]
[paragraph, [78.0, 1220.0, 1533.0, 36.0], 63paI0H9y6, 5751231]
[paragraph, [78.0, 1256.0, 1533.0, 36.0], 63paI0H9y6, 5751231]
[paragraph, [78.0, 1292.0, 1533.0, 36.0], 63paI0H9y6, 5751231]
[paragraph, [78.0, 1328.0, 1533.0, 36.0], 63paI0H9y6, 5751231]
[paragraph, [78.0, 1364.0, 1533.0, 36.0], 63paI0H9y6, 5751231]
[paragraph, [78.0, 1400.0, 1533.0, 36.0], 63paI0H9y6, 5751231]
[paragraph, [252.0, 1415.0, 1185.0, 36.0], 6pt1T0tfyg, 5751231]
[paragraph, [252.0, 1451.0, 1185.0, 36.0], 6pt1T0tfyg, 5751231]
[paragraph, [252.0, 1487.0, 1185.0, 36.0], 6pt1T0tfyg, 5751231]
[paragraph, [252.0, 1523.0, 1185.0, 36.0], 6pt1T0tfyg, 5751231]
[paragraph, [252.0, 1559.0, 1185.0, 36.0], 6pt1T0tfyg, 5751231]
[paragraph, [252.0, 1595.0, 1185.0, 36.0], 6pt1T0tfyg, 5751231]
[reference, [994.0, 1633.0, 411.0, 36.0], shoonya_1sB33YE0WJ2CWP, 5751231]
[paragraph, [101.0, 1688.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1724.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1760.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1796.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1832.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1868.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1904.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1940.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 1976.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 2012.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 2048.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 2084.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 2120.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 2156.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
[paragraph, [101.0, 2192.0, 1475.0, 36.0], shoonya_0sB9GSIGDK80KD, 5751231]
