[576, 756]
[section-title, [74.0, 142.0, 313.0, 30.0], shoonya_1sU27A4J4F1V8Z, 5762577]
[section-title, [74.0, 172.0, 313.0, 30.0], shoonya_1sU27A4J4F1V8Z, 5762577]
[paragraph, [63.0, 215.0, 339.0, 18.0], shoonya_2s2400OIPN9X1K, 5762577]
[ordered-list, [48.0, 252.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 270.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 288.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 306.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 324.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 342.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 360.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 378.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 396.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 414.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 432.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 450.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 468.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 486.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [48.0, 504.0, 363.0, 18.0], Eit_RnpKZk, 5762577]
[ordered-list, [413.0, 320.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 338.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 356.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 374.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 392.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 410.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 428.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 446.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 464.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 482.0, 304.0, 18.0], h__A8W-AIH, 5762577]
[ordered-list, [413.0, 500.0, 304.0, 18.0], h__A8W-AIH, 5762577]
