[911, 559]
[paragraph, [20.0, 43.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 61.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 79.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 97.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 115.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 133.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 151.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 169.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 187.0, 514.0, 18.0], shoonya_5sIK871Y82U808, 5776048]
[paragraph, [20.0, 206.0, 515.0, 18.0], shoonya_0s7UGJ24I9WS6H, 5776048]
[paragraph, [20.0, 224.0, 515.0, 18.0], shoonya_0s7UGJ24I9WS6H, 5776048]
[paragraph, [20.0, 242.0, 515.0, 18.0], shoonya_0s7UGJ24I9WS6H, 5776048]
[paragraph, [20.0, 260.0, 515.0, 18.0], shoonya_0s7UGJ24I9WS6H, 5776048]
[paragraph, [20.0, 278.0, 515.0, 18.0], shoonya_0s7UGJ24I9WS6H, 5776048]
[paragraph, [20.0, 296.0, 515.0, 18.0], shoonya_0s7UGJ24I9WS6H, 5776048]
[paragraph, [22.0, 323.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 341.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 359.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 377.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 395.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 413.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 431.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [22.0, 449.0, 514.0, 18.0], shoonya_2sJ8S01SUG3T2H, 5776048]
[paragraph, [24.0, 480.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 498.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 516.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 534.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 552.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 570.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 588.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [24.0, 606.0, 512.0, 18.0], shoonya_1sZVCXG21KHTTQ, 5776048]
[paragraph, [29.0, 634.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 652.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 670.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 688.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 706.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 724.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 742.0, 507.0, 18.0], shoonya_3s2C3LOZRX77OS, 5776048]
[paragraph, [29.0, 769.0, 515.0, 18.0], shoonya_4sO7B3KW1PSHA8, 5776048]
[paragraph, [29.0, 787.0, 515.0, 18.0], shoonya_4sO7B3KW1PSHA8, 5776048]
[paragraph, [29.0, 805.0, 515.0, 18.0], shoonya_4sO7B3KW1PSHA8, 5776048]
[paragraph, [29.0, 823.0, 515.0, 18.0], shoonya_4sO7B3KW1PSHA8, 5776048]
[paragraph, [29.0, 841.0, 515.0, 18.0], shoonya_4sO7B3KW1PSHA8, 5776048]
[paragraph, [29.0, 859.0, 515.0, 18.0], shoonya_4sO7B3KW1PSHA8, 5776048]
