[1164, 755]
[chapter-title, [294.0, 271.0, 191.0, 30.0], bE7E2LAikg, 5691756]
[paragraph, [119.0, 337.0, 491.0, 18.0], EOLrz2W8KH, 5691756]
[paragraph, [119.0, 355.0, 491.0, 18.0], EOLrz2W8KH, 5691756]
[paragraph, [263.0, 386.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [263.0, 404.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [263.0, 422.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [263.0, 440.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [263.0, 458.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [263.0, 476.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [263.0, 494.0, 299.0, 18.0], shoonya_1s7RGKHVZYE9MF, 5691756]
[paragraph, [266.0, 522.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [266.0, 540.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [266.0, 558.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [266.0, 576.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [266.0, 594.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [266.0, 612.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [266.0, 630.0, 297.0, 18.0], zT5_5cXGV9, 5691756]
[paragraph, [260.0, 655.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [260.0, 673.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [260.0, 691.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [260.0, 709.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [260.0, 727.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [260.0, 745.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [260.0, 763.0, 293.0, 18.0], A4w4YPPpbd, 5691756]
[paragraph, [259.0, 793.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [259.0, 811.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [259.0, 829.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [259.0, 847.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [259.0, 865.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [259.0, 883.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [259.0, 901.0, 273.0, 18.0], YfRCJO53-a, 5691756]
[paragraph, [72.0, 934.0, 613.0, 18.0], hidKvjYR31, 5691756]
[paragraph, [72.0, 952.0, 613.0, 18.0], hidKvjYR31, 5691756]
[paragraph, [72.0, 970.0, 613.0, 18.0], hidKvjYR31, 5691756]
[paragraph, [72.0, 988.0, 613.0, 18.0], hidKvjYR31, 5691756]
