[1650, 1275]
[section-title, [168.0, 70.0, 436.0, 49.5], Qux6fruvnF, 5728779]
[sub-section-title, [183.0, 139.0, 359.0, 36.0], WNesEbrbUT, 5728779]
[sidebar, [565.0, 151.0, 153.0, 36.0], 73f6GPAUYv, 5728779]
[ordered-list, [204.0, 255.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 291.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 327.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 363.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 399.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 435.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 471.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 507.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 543.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 579.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 615.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 651.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 687.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 723.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 759.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 795.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 831.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[ordered-list, [204.0, 867.0, 631.0, 36.0], p4pFQNKucs, 5728779]
[sub-section-title, [175.0, 961.0, 257.0, 36.0], OQ9_0G_vda, 5728779]
[sidebar, [471.0, 967.0, 138.0, 36.0], 6lsFQl6g-1, 5728779]
[ordered-list, [215.0, 1047.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1083.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1119.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1155.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1191.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1227.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1263.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1299.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1335.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1371.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1407.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1443.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1479.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
[ordered-list, [215.0, 1515.0, 731.0, 36.0], 88TmUKYNnZ, 5728779]
