[1650, 1275]
[headline, [129.0, 88.0, 614.0, 37.5], shoonya_0s60XVJ0TIUNPL, 6471725]
[author, [893.0, 273.0, 260.0, 36.0], shoonya_2sTWSP09IMFPFF, 6471725]
[sidebar, [839.0, 338.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 374.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 410.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 446.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 482.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 518.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 554.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 590.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 626.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[sidebar, [839.0, 662.0, 280.0, 36.0], yW5iq92jCh, 6471725]
[author, [561.0, 382.0, 200.0, 36.0], shoonya_11sKH8K6KKLQAP, 6471725]
[paragraph, [102.0, 461.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [102.0, 497.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [102.0, 533.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [102.0, 569.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [102.0, 605.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [102.0, 641.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [102.0, 677.0, 334.0, 36.0], 1wI9jKui1j, 6471725]
[paragraph, [443.0, 463.0, 322.0, 36.0], CXzDYpsyGz, 6471725]
[paragraph, [445.0, 526.0, 330.0, 36.0], pQP2INjpxa, 6471725]
[paragraph, [445.0, 562.0, 330.0, 36.0], pQP2INjpxa, 6471725]
[paragraph, [445.0, 598.0, 330.0, 36.0], pQP2INjpxa, 6471725]
[paragraph, [445.0, 634.0, 330.0, 36.0], pQP2INjpxa, 6471725]
[paragraph, [445.0, 670.0, 330.0, 36.0], pQP2INjpxa, 6471725]
[paragraph, [445.0, 706.0, 330.0, 36.0], pQP2INjpxa, 6471725]
[paragraph, [100.0, 740.0, 340.0, 36.0], 7VF54LHAFA, 6471725]
[paragraph, [100.0, 776.0, 340.0, 36.0], 7VF54LHAFA, 6471725]
[paragraph, [100.0, 812.0, 340.0, 36.0], 7VF54LHAFA, 6471725]
[paragraph, [100.0, 848.0, 340.0, 36.0], 7VF54LHAFA, 6471725]
[paragraph, [100.0, 884.0, 340.0, 36.0], 7VF54LHAFA, 6471725]
[section-title, [798.0, 742.0, 344.0, 49.5], mo4YttIbYR, 6471725]
[section-title, [798.0, 791.5, 344.0, 49.5], mo4YttIbYR, 6471725]
[paragraph, [443.0, 768.0, 330.0, 36.0], LfcjqDjlWp, 6471725]
[paragraph, [443.0, 804.0, 330.0, 36.0], LfcjqDjlWp, 6471725]
[paragraph, [443.0, 840.0, 330.0, 36.0], LfcjqDjlWp, 6471725]
[paragraph, [443.0, 876.0, 330.0, 36.0], LfcjqDjlWp, 6471725]
[paragraph, [794.0, 867.0, 346.0, 36.0], UapUOWvm6e, 6471725]
[paragraph, [794.0, 903.0, 346.0, 36.0], UapUOWvm6e, 6471725]
[paragraph, [98.0, 948.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 984.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
