[792, 612]
[section-title, [54.0, 74.0, 179.0, 30.0], _6XXi0cao6, 5654429]
[headline, [64.0, 123.0, 170.0, 25.5], gWALSnTWUh, 5654429]
[headline, [64.0, 148.5, 170.0, 25.5], gWALSnTWUh, 5654429]
[sidebar, [66.0, 210.0, 161.0, 18.0], shoonya_4s7RGVRTQHCHE7, 5654429]
[sidebar, [66.0, 228.0, 161.0, 18.0], shoonya_4s7RGVRTQHCHE7, 5654429]
[sidebar, [66.0, 246.0, 161.0, 18.0], shoonya_4s7RGVRTQHCHE7, 5654429]
[sidebar, [66.0, 264.0, 161.0, 18.0], shoonya_4s7RGVRTQHCHE7, 5654429]
[sidebar, [66.0, 282.0, 161.0, 18.0], shoonya_4s7RGVRTQHCHE7, 5654429]
[section-title, [97.0, 332.0, 73.0, 30.0], ERb0WIPXR5, 5654429]
[section-title, [97.0, 362.0, 73.0, 30.0], ERb0WIPXR5, 5654429]
[paragraph, [180.0, 336.0, 373.0, 18.0], shoonya_0sG5F7JTQUMO6O, 5654429]
[paragraph, [180.0, 354.0, 373.0, 18.0], shoonya_0sG5F7JTQUMO6O, 5654429]
[paragraph, [180.0, 372.0, 373.0, 18.0], shoonya_0sG5F7JTQUMO6O, 5654429]
[paragraph, [180.0, 390.0, 373.0, 18.0], shoonya_0sG5F7JTQUMO6O, 5654429]
[paragraph, [180.0, 408.0, 373.0, 18.0], shoonya_0sG5F7JTQUMO6O, 5654429]
[contact-info, [68.0, 407.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[contact-info, [68.0, 425.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[contact-info, [68.0, 443.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[contact-info, [68.0, 461.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[contact-info, [68.0, 479.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[contact-info, [68.0, 497.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[contact-info, [68.0, 515.0, 99.0, 18.0], shoonya_9sYIPXPGOKWOK8, 5654429]
[paragraph, [181.0, 439.0, 370.0, 18.0], wmz7YMVkx3, 5654429]
[paragraph, [181.0, 457.0, 370.0, 18.0], wmz7YMVkx3, 5654429]
[paragraph, [181.0, 475.0, 370.0, 18.0], wmz7YMVkx3, 5654429]
[paragraph, [181.0, 493.0, 370.0, 18.0], wmz7YMVkx3, 5654429]
[paragraph, [181.0, 511.0, 370.0, 18.0], wmz7YMVkx3, 5654429]
[paragraph, [181.0, 529.0, 370.0, 18.0], wmz7YMVkx3, 5654429]
[paragraph, [173.0, 570.0, 377.0, 18.0], xrfSa34n_B, 5654429]
[paragraph, [173.0, 588.0, 377.0, 18.0], xrfSa34n_B, 5654429]
[paragraph, [173.0, 606.0, 377.0, 18.0], xrfSa34n_B, 5654429]
[paragraph, [173.0, 624.0, 377.0, 18.0], xrfSa34n_B, 5654429]
[paragraph, [173.0, 642.0, 377.0, 18.0], xrfSa34n_B, 5654429]
[paragraph, [178.0, 676.0, 371.0, 18.0], 5rJ6ryGigK, 5654429]
[paragraph, [178.0, 694.0, 371.0, 18.0], 5rJ6ryGigK, 5654429]
[folio, [475.0, 728.0, 53.0, 18.0], 7xpur5Gboe, 5654429]
