[590, 396]
[chapter-title, [67.0, 94.0, 96.0, 30.0], -I5VOnCF37, 6513002]
[paragraph, [68.0, 142.0, 296.0, 18.0], shoonya_1sZJRITMM982GH, 6513002]
[paragraph, [68.0, 160.0, 296.0, 18.0], shoonya_1sZJRITMM982GH, 6513002]
[paragraph, [68.0, 178.0, 296.0, 18.0], shoonya_1sZJRITMM982GH, 6513002]
[paragraph, [68.0, 200.0, 295.0, 18.0], shoonya_3sY2BAYRF40UJC, 6513002]
[paragraph, [69.0, 241.0, 293.0, 18.0], shoonya_2sD5ATAYIIHZYY, 6513002]
[paragraph, [69.0, 259.0, 293.0, 18.0], shoonya_2sD5ATAYIIHZYY, 6513002]
[paragraph, [69.0, 277.0, 293.0, 18.0], shoonya_2sD5ATAYIIHZYY, 6513002]
[paragraph, [68.0, 315.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 333.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 351.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 369.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 387.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 405.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 423.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 441.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [68.0, 459.0, 296.0, 18.0], shoonya_0sTI7VISKQ7HHS, 6513002]
[paragraph, [94.0, 498.0, 269.0, 18.0], 9-VWya2WW3, 6513002]
