[3300, 2550]
[paragraph, [325.0, 264.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 316.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 369.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 421.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 474.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 526.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 579.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 631.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 684.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 736.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 789.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 841.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 894.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 946.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 999.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1051.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1104.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1156.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1209.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1261.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1314.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1366.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1419.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1471.5, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [325.0, 1524.0, 1953.0, 52.5], lZ7iTuEEwo, 5719967]
[paragraph, [341.0, 1648.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 1700.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 1753.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 1805.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 1858.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 1910.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 1963.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2015.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2068.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2120.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2173.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2225.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2278.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2330.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2383.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2435.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2488.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2540.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2593.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2645.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2698.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2750.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2803.0, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2855.5, 1953.0, 52.5], njXsvNug2P, 5719967]
[paragraph, [341.0, 2908.0, 1953.0, 52.5], njXsvNug2P, 5719967]
