[2339, 1653]
[paragraph, [325.0, 162.0, 1141.0, 36.0], shoonya_2s6G44RYTXQYK0, 5733689]
[paragraph, [325.0, 198.0, 1141.0, 36.0], shoonya_2s6G44RYTXQYK0, 5733689]
[paragraph, [325.0, 234.0, 1141.0, 36.0], shoonya_2s6G44RYTXQYK0, 5733689]
[paragraph, [325.0, 270.0, 1141.0, 36.0], shoonya_2s6G44RYTXQYK0, 5733689]
[paragraph, [322.0, 329.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 365.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 401.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 437.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 473.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 509.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 545.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 581.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 617.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 653.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 689.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 725.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 761.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 797.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 833.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 869.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 905.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 941.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 977.0, 1138.0, 36.0], shoonya_0sX2YW6QJXCBXZ, 5733689]
[paragraph, [322.0, 1056.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1092.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1128.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1164.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1200.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1236.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1272.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1308.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1344.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1380.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1416.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1452.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1488.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1524.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1560.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1596.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1632.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1668.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1704.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1740.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1776.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1812.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1848.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1884.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1920.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1956.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 1992.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 2028.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[paragraph, [322.0, 2064.0, 1140.0, 36.0], shoonya_1s6G21BXVON08S, 5733689]
[folio, [817.0, 2160.0, 556.0, 36.0], Hq3-pCC798, 5733689]
