[1518, 1075]
[folio, [527.0, 80.0, 50.0, 36.0], shoonya_4sKBC85MI3MTHC, 5722881]
[paragraph, [93.0, 172.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 208.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 244.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 280.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 316.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 352.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 388.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 424.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 460.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 496.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 532.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 568.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 604.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 640.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 676.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 712.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [93.0, 748.0, 425.0, 36.0], shoonya_1sM1JOZV5B2FLA, 5722881]
[paragraph, [533.0, 173.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 209.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 245.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 281.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 317.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 353.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 389.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 425.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 461.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 497.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 533.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 569.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 605.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 641.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 677.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 713.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 749.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 785.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 821.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 857.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 893.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [533.0, 929.0, 430.0, 36.0], shoonya_2sFC6RRFHIUTAV, 5722881]
[paragraph, [89.0, 857.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 893.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 929.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 965.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1001.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1037.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1073.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1109.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1145.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
