[1763, 1275]
[section-title, [56.0, 164.0, 192.0, 49.5], -cKjD99wd2, 5713342]
[figure-caption, [796.0, 212.0, 191.0, 36.0], shoonya_7sQ9E9PMIH7XL5, 5713342]
[sub-section-title, [56.0, 234.0, 270.0, 36.0], pGs5lnKlzH, 5713342]
[sub-section-title, [856.0, 331.0, 197.0, 36.0], xlJGZFiPuq, 5713342]
[paragraph, [51.0, 347.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 383.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 419.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 455.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 491.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 527.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 563.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [51.0, 599.0, 279.0, 36.0], GRdM9B5YHC, 5713342]
[paragraph, [852.0, 392.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 428.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 464.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 500.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 536.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 572.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 608.0, 390.0, 36.0], P991ztIjb2, 5713342]
[paragraph, [852.0, 644.0, 390.0, 36.0], P991ztIjb2, 5713342]
[section-title, [393.0, 561.0, 453.0, 49.5], JmcklaYT1S, 5713342]
[sub-section-title, [395.0, 617.0, 307.0, 36.0], nSadeFmXVg, 5713342]
[paragraph, [387.0, 675.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [387.0, 711.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [387.0, 747.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [387.0, 783.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [387.0, 819.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [387.0, 855.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [387.0, 891.0, 321.0, 36.0], L8k21Ay6rB, 5713342]
[paragraph, [46.0, 693.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [46.0, 729.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [46.0, 765.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [46.0, 801.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [46.0, 837.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [46.0, 873.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [46.0, 909.0, 217.0, 36.0], omRL117yMu, 5713342]
[paragraph, [848.0, 709.0, 414.0, 36.0], rs9luPJmKZ, 5713342]
[paragraph, [848.0, 745.0, 414.0, 36.0], rs9luPJmKZ, 5713342]
[paragraph, [848.0, 781.0, 414.0, 36.0], rs9luPJmKZ, 5713342]
[paragraph, [848.0, 817.0, 414.0, 36.0], rs9luPJmKZ, 5713342]
[paragraph, [848.0, 853.0, 414.0, 36.0], rs9luPJmKZ, 5713342]
[paragraph, [850.0, 913.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [850.0, 949.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [850.0, 985.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [850.0, 1021.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [850.0, 1057.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [850.0, 1093.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [850.0, 1129.0, 408.0, 36.0], 7JDT9F3bYd, 5713342]
[paragraph, [389.0, 966.0, 336.0, 36.0], s4_aio8Dow, 5713342]
[paragraph, [389.0, 1002.0, 336.0, 36.0], s4_aio8Dow, 5713342]
[paragraph, [389.0, 1038.0, 336.0, 36.0], s4_aio8Dow, 5713342]
[paragraph, [54.0, 1005.0, 292.0, 36.0], xjH99auA1M, 5713342]
[paragraph, [54.0, 1041.0, 292.0, 36.0], xjH99auA1M, 5713342]
[paragraph, [54.0, 1077.0, 292.0, 36.0], xjH99auA1M, 5713342]
[paragraph, [54.0, 1113.0, 292.0, 36.0], xjH99auA1M, 5713342]
[paragraph, [54.0, 1149.0, 292.0, 36.0], xjH99auA1M, 5713342]
[paragraph, [54.0, 1185.0, 292.0, 36.0], xjH99auA1M, 5713342]
[paragraph, [387.0, 1119.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1155.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1191.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1227.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1263.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1299.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1335.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1371.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1407.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1443.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [387.0, 1479.0, 376.0, 36.0], hVB1O0hUNu, 5713342]
[paragraph, [850.0, 1180.0, 389.0, 36.0], wo1SNlOGTQ, 5713342]
[paragraph, [850.0, 1216.0, 389.0, 36.0], wo1SNlOGTQ, 5713342]
[paragraph, [850.0, 1252.0, 389.0, 36.0], wo1SNlOGTQ, 5713342]
[paragraph, [850.0, 1288.0, 389.0, 36.0], wo1SNlOGTQ, 5713342]
[paragraph, [850.0, 1324.0, 389.0, 36.0], wo1SNlOGTQ, 5713342]
[paragraph, [850.0, 1360.0, 389.0, 36.0], wo1SNlOGTQ, 5713342]
[paragraph, [53.0, 1285.0, 263.0, 36.0], _aTtwttjda, 5713342]
[paragraph, [53.0, 1321.0, 263.0, 36.0], _aTtwttjda, 5713342]
[paragraph, [53.0, 1357.0, 263.0, 36.0], _aTtwttjda, 5713342]
[paragraph, [53.0, 1393.0, 263.0, 36.0], _aTtwttjda, 5713342]
[paragraph, [866.0, 1421.0, 405.0, 36.0], 4Xs8lfNLYw, 5713342]
[paragraph, [866.0, 1457.0, 405.0, 36.0], 4Xs8lfNLYw, 5713342]
[paragraph, [866.0, 1493.0, 405.0, 36.0], 4Xs8lfNLYw, 5713342]
[paragraph, [866.0, 1529.0, 405.0, 36.0], 4Xs8lfNLYw, 5713342]
[paragraph, [866.0, 1565.0, 405.0, 36.0], 4Xs8lfNLYw, 5713342]
[paragraph, [48.0, 1500.0, 265.0, 36.0], tI9y95uss_, 5713342]
[paragraph, [48.0, 1536.0, 265.0, 36.0], tI9y95uss_, 5713342]
[paragraph, [48.0, 1572.0, 265.0, 36.0], tI9y95uss_, 5713342]
[paragraph, [48.0, 1608.0, 265.0, 36.0], tI9y95uss_, 5713342]
[paragraph, [48.0, 1644.0, 265.0, 36.0], tI9y95uss_, 5713342]
[paragraph, [390.0, 1523.0, 273.0, 36.0], l5vTAgFU6g, 5713342]
[paragraph, [390.0, 1559.0, 273.0, 36.0], l5vTAgFU6g, 5713342]
[paragraph, [390.0, 1595.0, 273.0, 36.0], l5vTAgFU6g, 5713342]
[paragraph, [390.0, 1631.0, 273.0, 36.0], l5vTAgFU6g, 5713342]
[quote, [874.0, 1621.0, 274.0, 36.0], OMGPCyXbkq, 5713342]
[quote, [874.0, 1657.0, 274.0, 36.0], OMGPCyXbkq, 5713342]
