[4666, 3194]
[folio, [1383.0, 440.0, 442.0, 52.5], shoonya_6sGM8W8PNP83RT, 5691476]
[folio, [1383.0, 492.5, 442.0, 52.5], shoonya_6sGM8W8PNP83RT, 5691476]
[paragraph, [370.0, 600.0, 2436.0, 52.5], deeT-LXA32, 5691476]
[paragraph, [370.0, 652.5, 2436.0, 52.5], deeT-LXA32, 5691476]
[paragraph, [370.0, 705.0, 2436.0, 52.5], deeT-LXA32, 5691476]
[paragraph, [379.0, 782.0, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 834.5, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 887.0, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 939.5, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 992.0, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 1044.5, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 1097.0, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 1149.5, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 1202.0, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [379.0, 1254.5, 2432.0, 52.5], shoonya_1sMSTXXF5CJHLX, 5691476]
[paragraph, [378.0, 1335.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1387.5, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1440.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1492.5, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1545.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1597.5, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1650.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1702.5, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1755.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1807.5, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1860.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1912.5, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 1965.0, 2423.0, 52.5], shoonya_3sABYMQLZ4K6IN, 5691476]
[paragraph, [378.0, 2064.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2116.5, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2169.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2221.5, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2274.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2326.5, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2379.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2431.5, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2484.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2536.5, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2589.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2641.5, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [378.0, 2694.0, 2427.0, 52.5], shoonya_2sNXYP91QQEWDR, 5691476]
[paragraph, [374.0, 2784.0, 2420.0, 52.5], oc345r0PuA, 5691476]
[paragraph, [374.0, 2836.5, 2420.0, 52.5], oc345r0PuA, 5691476]
[paragraph, [374.0, 2889.0, 2420.0, 52.5], oc345r0PuA, 5691476]
[paragraph, [364.0, 2975.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3027.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3080.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3132.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3185.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3237.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3290.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3342.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3395.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3447.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3500.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3552.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3605.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3657.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3710.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3762.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3815.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3867.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3920.0, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [364.0, 3972.5, 2434.0, 52.5], shoonya_0sX77IGHPF4DHD, 5691476]
[paragraph, [363.0, 4059.0, 2437.0, 52.5], shoonya_5sPTDW89Q97RUY, 5691476]
[paragraph, [363.0, 4111.5, 2437.0, 52.5], shoonya_5sPTDW89Q97RUY, 5691476]
[paragraph, [363.0, 4164.0, 2437.0, 52.5], shoonya_5sPTDW89Q97RUY, 5691476]
