[975, 573]
[chapter-title, [113.0, 27.0, 313.0, 30.0], shoonya_0sT8DPOAJKKB80, 5776234]
[paragraph, [13.0, 64.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 82.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 100.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 118.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 136.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 154.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 172.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 190.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 208.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 226.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 244.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 262.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 280.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 298.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 316.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 334.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 352.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 370.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [13.0, 388.0, 539.0, 18.0], Ro7-GKwcuu, 5776234]
[paragraph, [12.0, 418.0, 546.0, 18.0], Jkk48n-hO6, 5776234]
[paragraph, [12.0, 436.0, 546.0, 18.0], Jkk48n-hO6, 5776234]
[paragraph, [12.0, 454.0, 546.0, 18.0], Jkk48n-hO6, 5776234]
[paragraph, [12.0, 472.0, 546.0, 18.0], Jkk48n-hO6, 5776234]
[paragraph, [12.0, 490.0, 546.0, 18.0], Jkk48n-hO6, 5776234]
[paragraph, [8.0, 511.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 529.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 547.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 565.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 583.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 601.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 619.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 637.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 655.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 673.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 691.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[paragraph, [8.0, 709.0, 555.0, 18.0], WN9RYjd_xG, 5776234]
[footnote, [68.0, 873.0, 68.0, 18.0], uD0x4smq7o, 5776234]
