[1447, 1063]
[folio, [419.0, 55.0, 196.0, 18.0], VCCgIgaaW1, 5762673]
[paragraph, [536.0, 545.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 563.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 581.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 599.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 617.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 635.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 653.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 671.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [536.0, 689.0, 429.0, 18.0], L9ATLp0Hd6, 5762673]
[paragraph, [93.0, 546.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 564.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 582.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 600.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 618.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 636.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 654.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 672.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 690.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 708.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 726.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 744.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 762.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 780.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 798.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 816.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 834.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 852.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 870.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 888.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 906.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 924.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 942.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 960.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 978.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 996.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1014.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1032.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1050.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1068.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1086.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1104.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1122.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1140.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1158.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1176.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1194.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1212.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1230.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1248.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1266.0, 429.0, 18.0], U2gSI2icHB, 5762673]
[paragraph, [93.0, 1284.0, 429.0, 18.0], U2gSI2icHB, 5762673]
