[1255, 855]
[chapter-title, [332.0, 37.0, 271.0, 30.0], shoonya_0sLM881KDISOZZ, 5776086]
[paragraph, [137.0, 86.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 104.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 122.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 140.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 158.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 176.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 194.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 212.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 230.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 248.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 266.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 284.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 302.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 320.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 338.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 356.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 374.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 392.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 410.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 428.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 446.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 464.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 482.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 500.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 518.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [137.0, 536.0, 660.0, 18.0], j4GUqo7uWN, 5776086]
[paragraph, [138.0, 562.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 580.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 598.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 616.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 634.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 652.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 670.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 688.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 706.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 724.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [138.0, 742.0, 661.0, 18.0], N9bcqNJg1p, 5776086]
[paragraph, [137.0, 764.0, 664.0, 18.0], aygO3ZYb4Q, 5776086]
[paragraph, [137.0, 782.0, 664.0, 18.0], aygO3ZYb4Q, 5776086]
[paragraph, [137.0, 800.0, 664.0, 18.0], aygO3ZYb4Q, 5776086]
[paragraph, [137.0, 818.0, 664.0, 18.0], aygO3ZYb4Q, 5776086]
[paragraph, [137.0, 836.0, 664.0, 18.0], aygO3ZYb4Q, 5776086]
[paragraph, [137.0, 854.0, 664.0, 18.0], aygO3ZYb4Q, 5776086]
[paragraph, [137.0, 890.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 908.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 926.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 944.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 962.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 980.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 998.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 1016.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 1034.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 1052.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 1070.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
[paragraph, [137.0, 1088.0, 662.0, 18.0], 1aRUU7USQN, 5776086]
