[2876, 2048]
[section-title, [158.0, 202.0, 1105.0, 79.5], NkcCrekxpr, 6474052]
[paragraph, [186.0, 742.0, 807.0, 46.5], shoonya_7sJI4HO9CJRNIX, 6474052]
[paragraph, [186.0, 788.5, 807.0, 46.5], shoonya_7sJI4HO9CJRNIX, 6474052]
[paragraph, [186.0, 835.0, 807.0, 46.5], shoonya_7sJI4HO9CJRNIX, 6474052]
[paragraph, [181.0, 939.0, 829.0, 46.5], 0c3qP2gOYV, 6474052]
[paragraph, [181.0, 985.5, 829.0, 46.5], 0c3qP2gOYV, 6474052]
[paragraph, [181.0, 1032.0, 829.0, 46.5], 0c3qP2gOYV, 6474052]
[paragraph, [184.0, 1128.0, 763.0, 46.5], shoonya_0sCA44K1F5OSPI, 6474052]
[paragraph, [184.0, 1174.5, 763.0, 46.5], shoonya_0sCA44K1F5OSPI, 6474052]
[paragraph, [183.0, 1277.0, 745.0, 46.5], shoonya_6s5L69UHRII2L3, 6474052]
[paragraph, [183.0, 1323.5, 745.0, 46.5], shoonya_6s5L69UHRII2L3, 6474052]
[paragraph, [186.0, 1423.0, 726.0, 46.5], shoonya_4sJN5W0O76RO0V, 6474052]
[paragraph, [186.0, 1469.5, 726.0, 46.5], shoonya_4sJN5W0O76RO0V, 6474052]
[paragraph, [186.0, 1516.0, 726.0, 46.5], shoonya_4sJN5W0O76RO0V, 6474052]
[paragraph, [186.0, 1635.0, 812.0, 46.5], shoonya_2sTYLR2CXU6NWU, 6474052]
[paragraph, [186.0, 1681.5, 812.0, 46.5], shoonya_2sTYLR2CXU6NWU, 6474052]
[paragraph, [186.0, 1728.0, 812.0, 46.5], shoonya_2sTYLR2CXU6NWU, 6474052]
[paragraph, [186.0, 1774.5, 812.0, 46.5], shoonya_2sTYLR2CXU6NWU, 6474052]
[paragraph, [1035.0, 1652.0, 791.0, 46.5], shoonya_1sOUGBTRHA78A5, 6474052]
[paragraph, [1035.0, 1698.5, 791.0, 46.5], shoonya_1sOUGBTRHA78A5, 6474052]
[paragraph, [1035.0, 1745.0, 791.0, 46.5], shoonya_1sOUGBTRHA78A5, 6474052]
[paragraph, [1035.0, 1861.0, 717.0, 46.5], shoonya_5sWU11XD6AXUHT, 6474052]
[contact-info, [1032.0, 1971.0, 547.0, 46.5], shoonya_3s4P2BYAWYFQ3E, 6474052]
[contact-info, [1032.0, 2017.5, 547.0, 46.5], shoonya_3s4P2BYAWYFQ3E, 6474052]
[contact-info, [1032.0, 2064.0, 547.0, 46.5], shoonya_3s4P2BYAWYFQ3E, 6474052]
[contact-info, [1032.0, 2110.5, 547.0, 46.5], shoonya_3s4P2BYAWYFQ3E, 6474052]
[contact-info, [1032.0, 2157.0, 547.0, 46.5], shoonya_3s4P2BYAWYFQ3E, 6474052]
[paragraph, [183.0, 1985.0, 819.0, 46.5], shoonya_9sBSPAKI68P751, 6474052]
[paragraph, [183.0, 2031.5, 819.0, 46.5], shoonya_9sBSPAKI68P751, 6474052]
[paragraph, [183.0, 2078.0, 819.0, 46.5], shoonya_9sBSPAKI68P751, 6474052]
[paragraph, [183.0, 2124.5, 819.0, 46.5], shoonya_9sBSPAKI68P751, 6474052]
