[2339, 1654]
[paragraph, [188.0, 192.0, 1301.0, 36.0], WUn7IHU10A, 5750920]
[paragraph, [188.0, 228.0, 1301.0, 36.0], WUn7IHU10A, 5750920]
[paragraph, [188.0, 264.0, 1301.0, 36.0], WUn7IHU10A, 5750920]
[paragraph, [188.0, 300.0, 1301.0, 36.0], WUn7IHU10A, 5750920]
[paragraph, [174.0, 400.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 436.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 472.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 508.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 544.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 580.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 616.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 652.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 688.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 724.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 760.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 796.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 832.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 868.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 904.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 940.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 976.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1012.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1048.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1084.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1120.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1156.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1192.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1228.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1264.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1300.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1336.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1372.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1408.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1444.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1480.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1516.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1552.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1588.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1624.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1660.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1696.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1732.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1768.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1804.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1840.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1876.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1912.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1948.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 1984.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 2020.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[paragraph, [174.0, 2056.0, 1315.0, 36.0], shoonya_0s07NME29YY8BD, 5750920]
[folio, [188.0, 2148.0, 261.0, 36.0], j844hS04Bv, 5750920]
[folio, [188.0, 2184.0, 261.0, 36.0], j844hS04Bv, 5750920]
