[2339, 1653]
[paragraph, [234.0, 199.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 235.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 271.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 307.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 343.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 379.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 415.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 451.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 487.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 523.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 559.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 595.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 631.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 667.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 703.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 739.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 775.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 811.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 847.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [234.0, 883.0, 1181.0, 36.0], shoonya_0sICDJ30JHYZWW, 5687306]
[paragraph, [235.0, 968.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [235.0, 1004.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [235.0, 1040.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [235.0, 1076.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [235.0, 1112.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [235.0, 1148.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [235.0, 1184.0, 1177.0, 36.0], shoonya_2s0BQ1E92RUVIR, 5687306]
[paragraph, [234.0, 1266.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[paragraph, [234.0, 1302.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[paragraph, [234.0, 1338.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[paragraph, [234.0, 1374.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[paragraph, [234.0, 1410.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[paragraph, [234.0, 1446.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[paragraph, [234.0, 1482.0, 1178.0, 36.0], shoonya_3sQLQ337A52ONE, 5687306]
[section-title, [246.0, 1592.0, 826.0, 52.5], shoonya_5sV07NIT39J616, 5687306]
[paragraph, [235.0, 1666.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1702.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1738.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1774.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1810.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1846.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1882.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1918.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1954.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 1990.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 2026.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
[paragraph, [235.0, 2062.0, 1184.0, 36.0], shoonya_1sOSWESJKEII4M, 5687306]
