[2067, 1567]
[folio, [1085.0, 191.0, 289.0, 36.0], QTRYa7q3BZ, 5735297]
[folio, [184.0, 196.0, 142.0, 36.0], yWjZOHEEOr, 5735297]
[paragraph, [190.0, 252.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 288.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 324.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 360.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 396.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 432.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 468.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 504.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 540.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 576.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [190.0, 612.0, 581.0, 36.0], shoonya_4s8XOTDKPUNRLG, 5735297]
[paragraph, [790.0, 252.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 288.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 324.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 360.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 396.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 432.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 468.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 504.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 540.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 576.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 612.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 648.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 684.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 720.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 756.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 792.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 828.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[paragraph, [790.0, 864.0, 579.0, 36.0], shoonya_0sPPTMU5VHST9R, 5735297]
[sidebar, [1410.0, 633.0, 142.0, 36.0], lXe7J038g0, 5735297]
[paragraph, [193.0, 653.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 689.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 725.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 761.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 797.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 833.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 869.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 905.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 941.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 977.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 1013.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 1049.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 1085.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 1121.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [193.0, 1157.0, 578.0, 36.0], shoonya_3sKXWFUNYK44DA, 5735297]
[paragraph, [792.0, 914.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 950.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 986.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1022.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1058.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1094.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1130.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1166.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1202.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1238.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1274.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1310.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1346.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1382.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1418.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1454.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1490.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1526.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1562.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [792.0, 1598.0, 580.0, 36.0], shoonya_1sQIHGZU918I5P, 5735297]
[paragraph, [192.0, 1227.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1263.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1299.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1335.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1371.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1407.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1443.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1479.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1515.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1551.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1587.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1623.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1659.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1695.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
[paragraph, [192.0, 1731.0, 579.0, 36.0], shoonya_2sLDVRNM345E9W, 5735297]
