[1388, 886]
[folio, [365.0, 73.0, 152.0, 18.0], shoonya_0sWAHOTAI1RVNC, 5742762]
[paragraph, [24.0, 130.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 148.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 166.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 184.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 202.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 220.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 238.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 256.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 274.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 292.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 310.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 328.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 346.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 364.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 382.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 400.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 418.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 436.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 454.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 472.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 490.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 508.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 526.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 544.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 562.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 580.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 598.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 616.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 634.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 652.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 670.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 688.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 706.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 724.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 742.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 760.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 778.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 796.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 814.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 832.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 850.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 868.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 886.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 904.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 922.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 940.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 958.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 976.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 994.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1012.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1030.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1048.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1066.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1084.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1102.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1120.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1138.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1156.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1174.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1192.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1210.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1228.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1246.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
