[1357, 828]
[folio, [614.0, 72.0, 115.0, 18.0], EfaB-lBEU_, 5782521]
[folio, [614.0, 90.0, 115.0, 18.0], EfaB-lBEU_, 5782521]
[folio, [148.0, 125.0, 523.0, 18.0], shoonya_1s13LAGQP7UW67, 5782521]
[folio, [148.0, 143.0, 523.0, 18.0], shoonya_1s13LAGQP7UW67, 5782521]
[sidebar, [626.0, 490.0, 103.0, 18.0], ypHgtcX9h3, 5782521]
[figure-caption, [168.0, 506.0, 482.0, 18.0], shoonya_4sU97FT6OC4RE5, 5782521]
[ordered-list, [67.0, 545.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 563.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 581.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 599.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 617.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 635.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 653.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 671.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 689.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 707.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 725.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 743.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 761.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 779.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 797.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 815.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 833.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 851.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 869.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 887.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 905.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 923.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 941.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 959.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 977.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 995.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1013.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1031.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1049.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1067.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1085.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1103.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1121.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1139.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1157.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1175.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1193.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1211.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
[ordered-list, [67.0, 1229.0, 672.0, 18.0], A2JoEaEqG4, 5782521]
