[842, 595]
[paragraph, [148.0, 72.0, 381.0, 18.0], bKDtedMC8l, 5688893]
[ordered-list, [106.0, 100.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 118.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 136.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 154.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 172.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 190.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 208.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 226.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 244.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [106.0, 262.0, 423.0, 18.0], shoonya_0sJ62BHED9F4R6, 5688893]
[ordered-list, [88.0, 303.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 321.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 339.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 357.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 375.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 393.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 411.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 429.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 447.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 465.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 483.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 501.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 519.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 537.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 555.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 573.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 591.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 609.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 627.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 645.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 663.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 681.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 699.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 717.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 735.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[ordered-list, [88.0, 753.0, 452.0, 18.0], shoonya_3sXNEZW98UWTTX, 5688893]
[sub-ordered-list, [147.0, 332.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 350.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 368.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 386.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 404.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 422.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 440.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 458.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
