[1447, 1063]
[folio, [423.0, 51.0, 213.0, 18.0], cjamlQcaJy, 5762626]
[headline, [101.0, 96.0, 857.0, 25.5], shoonya_1sDKHUMKXGVOQ6, 5762626]
[headline, [101.0, 121.5, 857.0, 25.5], shoonya_1sDKHUMKXGVOQ6, 5762626]
[headline, [101.0, 147.0, 857.0, 25.5], shoonya_1sDKHUMKXGVOQ6, 5762626]
[headline, [101.0, 172.5, 857.0, 25.5], shoonya_1sDKHUMKXGVOQ6, 5762626]
[paragraph, [534.0, 216.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 234.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 252.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 270.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 288.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 306.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 324.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 342.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 360.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 378.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 396.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [534.0, 414.0, 438.0, 18.0], Xvsv46dJgV, 5762626]
[paragraph, [89.0, 219.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 237.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 255.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 273.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 291.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 309.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 327.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 345.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 363.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 381.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 399.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 417.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 435.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 453.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 471.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 489.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 507.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 525.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 543.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 561.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 579.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 597.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 615.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 633.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 651.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [89.0, 669.0, 438.0, 18.0], NTO9MU9hs0, 5762626]
[paragraph, [536.0, 453.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 471.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 489.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 507.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 525.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 543.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 561.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 579.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 597.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 615.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 633.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
[paragraph, [536.0, 651.0, 433.0, 18.0], r0NVQZjGtg, 5762626]
