[681, 511]
[folio, [61.0, 25.0, 123.0, 18.0], HJZ6SPQhpD, 5761773]
[paragraph, [29.0, 55.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 73.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 91.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 109.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 127.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 145.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 163.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [29.0, 181.0, 222.0, 18.0], shoonya_2sSWUFUZNAYH4U, 5761773]
[paragraph, [258.0, 56.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [258.0, 74.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [258.0, 92.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [258.0, 110.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [258.0, 128.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [258.0, 146.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [258.0, 164.0, 219.0, 18.0], S2iK0gtyU2, 5761773]
[paragraph, [256.0, 188.0, 222.0, 18.0], shoonya_8sOUOTHNB744UG, 5761773]
[paragraph, [256.0, 206.0, 222.0, 18.0], shoonya_8sOUOTHNB744UG, 5761773]
[paragraph, [256.0, 224.0, 222.0, 18.0], shoonya_8sOUOTHNB744UG, 5761773]
[paragraph, [256.0, 242.0, 222.0, 18.0], shoonya_8sOUOTHNB744UG, 5761773]
[paragraph, [256.0, 260.0, 222.0, 18.0], shoonya_8sOUOTHNB744UG, 5761773]
[paragraph, [30.0, 231.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 249.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 267.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 285.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 303.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 321.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 339.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [30.0, 357.0, 223.0, 18.0], shoonya_1sWR5HEUTEC2VC, 5761773]
[paragraph, [256.0, 302.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 320.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 338.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 356.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 374.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 392.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 410.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 428.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 446.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 464.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 482.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 500.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 518.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [256.0, 536.0, 225.0, 18.0], shoonya_0sFKM1AL4O2OV9, 5761773]
[paragraph, [52.0, 378.0, 200.0, 18.0], shoonya_9sZOYB6HV63Z84, 5761773]
[paragraph, [52.0, 396.0, 200.0, 18.0], shoonya_9sZOYB6HV63Z84, 5761773]
[paragraph, [52.0, 414.0, 200.0, 18.0], shoonya_9sZOYB6HV63Z84, 5761773]
[paragraph, [52.0, 432.0, 200.0, 18.0], shoonya_9sZOYB6HV63Z84, 5761773]
[paragraph, [52.0, 450.0, 200.0, 18.0], shoonya_9sZOYB6HV63Z84, 5761773]
[paragraph, [29.0, 486.0, 223.0, 18.0], shoonya_10sG6ZEBVNAQKD, 5761773]
[paragraph, [29.0, 504.0, 223.0, 18.0], shoonya_10sG6ZEBVNAQKD, 5761773]
[paragraph, [28.0, 527.0, 223.0, 18.0], SgBL9g5JFB, 5761773]
[paragraph, [28.0, 545.0, 223.0, 18.0], SgBL9g5JFB, 5761773]
[reference, [26.0, 604.0, 428.0, 18.0], shoonya_6sSXWGPN2H1PP4, 5761773]
[reference, [26.0, 622.0, 428.0, 18.0], shoonya_6sSXWGPN2H1PP4, 5761773]
