[1230, 750]
[folio, [58.0, 40.0, 261.0, 18.0], wSwazDowia, 6468612]
[folio, [58.0, 58.0, 261.0, 18.0], wSwazDowia, 6468612]
[paragraph, [61.0, 101.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 119.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 137.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 155.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 173.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 191.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 209.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 227.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 245.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 263.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 281.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [61.0, 299.0, 593.0, 18.0], shoonya_0s7CGXGPJQGX8V, 6468612]
[paragraph, [60.0, 327.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 345.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 363.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 381.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 399.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 417.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 435.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 453.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 471.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 489.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 507.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 525.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 543.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 561.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 579.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 597.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 615.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 633.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 651.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 669.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 687.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 705.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 723.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 741.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 759.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 777.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 795.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 813.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 831.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 849.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 867.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 885.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 903.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 921.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 939.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 957.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [60.0, 975.0, 592.0, 18.0], 8xdDjJGsAE, 6468612]
[paragraph, [58.0, 1006.0, 598.0, 18.0], eynM0nBA1m, 6468612]
[paragraph, [58.0, 1024.0, 598.0, 18.0], eynM0nBA1m, 6468612]
[paragraph, [58.0, 1042.0, 598.0, 18.0], eynM0nBA1m, 6468612]
[paragraph, [58.0, 1060.0, 598.0, 18.0], eynM0nBA1m, 6468612]
[paragraph, [58.0, 1078.0, 598.0, 18.0], eynM0nBA1m, 6468612]
[paragraph, [58.0, 1096.0, 598.0, 18.0], eynM0nBA1m, 6468612]
[paragraph, [58.0, 1114.0, 598.0, 18.0], eynM0nBA1m, 6468612]
