[1806, 1262]
[paragraph, [651.0, 176.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 212.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 248.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 284.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 320.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 356.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 392.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 428.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 464.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 500.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 536.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 572.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 608.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 644.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 680.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [651.0, 716.0, 517.0, 36.0], hivFzRp_EE, 5681862]
[paragraph, [92.0, 179.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 215.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 251.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 287.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 323.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 359.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 395.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 431.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 467.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 503.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 539.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [92.0, 575.0, 516.0, 36.0], shoonya_3sWTRYJZPA9XLM, 5681862]
[paragraph, [98.0, 650.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 686.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 722.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 758.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 794.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 830.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 866.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 902.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 938.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 974.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [98.0, 1010.0, 512.0, 36.0], shoonya_4sC5JQ8EIXFIOD, 5681862]
[paragraph, [648.0, 763.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 799.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 835.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 871.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 907.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 943.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 979.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1015.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1051.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1087.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1123.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1159.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1195.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1231.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1267.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1303.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1339.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1375.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1411.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1447.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1483.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [648.0, 1519.0, 521.0, 36.0], qTeO8ikVNz, 5681862]
[paragraph, [101.0, 1060.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1096.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1132.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1168.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1204.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1240.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1276.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1312.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1348.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1384.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1420.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1456.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [101.0, 1492.0, 509.0, 36.0], shoonya_5s3RVZH62DDPAV, 5681862]
[paragraph, [109.0, 1563.0, 504.0, 36.0], shoonya_6sWW25CN2YYH2E, 5681862]
[paragraph, [109.0, 1599.0, 504.0, 36.0], shoonya_6sWW25CN2YYH2E, 5681862]
[paragraph, [109.0, 1635.0, 504.0, 36.0], shoonya_6sWW25CN2YYH2E, 5681862]
[paragraph, [109.0, 1671.0, 504.0, 36.0], shoonya_6sWW25CN2YYH2E, 5681862]
[paragraph, [653.0, 1564.0, 514.0, 36.0], XjyOslnxMH, 5681862]
[paragraph, [653.0, 1600.0, 514.0, 36.0], XjyOslnxMH, 5681862]
[paragraph, [653.0, 1636.0, 514.0, 36.0], XjyOslnxMH, 5681862]
