[2075, 1545]
[dateline, [72.0, 31.0, 377.0, 64.5], kRdde9QPVQ, 5713275]
[section-title, [91.0, 126.0, 494.0, 52.5], 15Js25ySfL, 5713275]
[section-title, [91.0, 178.5, 494.0, 52.5], 15Js25ySfL, 5713275]
[contact-info, [958.0, 695.0, 358.0, 36.0], 82QaTDBH0E, 5713275]
[contact-info, [958.0, 731.0, 358.0, 36.0], 82QaTDBH0E, 5713275]
[contact-info, [958.0, 767.0, 358.0, 36.0], 82QaTDBH0E, 5713275]
[contact-info, [958.0, 803.0, 358.0, 36.0], 82QaTDBH0E, 5713275]
[contact-info, [847.0, 1012.0, 644.0, 36.0], shoonya_3s4IBBKZRX93ST, 5713275]
[contact-info, [847.0, 1048.0, 644.0, 36.0], shoonya_3s4IBBKZRX93ST, 5713275]
[contact-info, [847.0, 1084.0, 644.0, 36.0], shoonya_3s4IBBKZRX93ST, 5713275]
[contact-info, [847.0, 1120.0, 644.0, 36.0], shoonya_3s4IBBKZRX93ST, 5713275]
[contact-info, [847.0, 1156.0, 644.0, 36.0], shoonya_3s4IBBKZRX93ST, 5713275]
[contact-info, [847.0, 1192.0, 644.0, 36.0], shoonya_3s4IBBKZRX93ST, 5713275]
[section-title, [105.0, 1013.0, 409.0, 52.5], bqzjDU81Y7, 5713275]
[contact-info, [1322.0, 1262.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1298.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1334.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1370.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1406.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1442.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1478.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1514.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1550.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1586.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1622.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1658.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1694.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1730.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1766.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1802.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1838.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1874.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1910.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1946.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[contact-info, [1322.0, 1982.0, 220.0, 36.0], F8CRej5wYu, 5713275]
[dateline, [792.0, 1280.0, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1344.5, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1409.0, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1473.5, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1538.0, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1602.5, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1667.0, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1731.5, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1796.0, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[dateline, [792.0, 1860.5, 243.0, 64.5], 4jmV7Htpe2, 5713275]
[quote, [85.0, 1454.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[quote, [85.0, 1490.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[quote, [85.0, 1526.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[quote, [85.0, 1562.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[quote, [85.0, 1598.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[quote, [85.0, 1634.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[quote, [85.0, 1670.0, 687.0, 36.0], shoonya_4s97ZHO3LHNGQG, 5713275]
[contact-info, [282.0, 1757.0, 352.0, 36.0], gVLl5g42s8, 5713275]
[contact-info, [282.0, 1793.0, 352.0, 36.0], gVLl5g42s8, 5713275]
[contact-info, [282.0, 1829.0, 352.0, 36.0], gVLl5g42s8, 5713275]
[contact-info, [282.0, 1865.0, 352.0, 36.0], gVLl5g42s8, 5713275]
[contact-info, [282.0, 1901.0, 352.0, 36.0], gVLl5g42s8, 5713275]
[contact-info, [282.0, 1937.0, 352.0, 36.0], gVLl5g42s8, 5713275]
[contact-info, [282.0, 1973.0, 352.0, 36.0], gVLl5g42s8, 5713275]
