[1565, 1152]
[paragraph, [112.0, 114.0, 297.0, 36.0], shoonya_9sST536QHZ4BFG, 5713161]
[paragraph, [112.0, 150.0, 297.0, 36.0], shoonya_9sST536QHZ4BFG, 5713161]
[paragraph, [112.0, 186.0, 297.0, 36.0], shoonya_9sST536QHZ4BFG, 5713161]
[paragraph, [112.0, 222.0, 297.0, 36.0], shoonya_9sST536QHZ4BFG, 5713161]
[paragraph, [112.0, 258.0, 297.0, 36.0], shoonya_9sST536QHZ4BFG, 5713161]
[paragraph, [422.0, 119.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [422.0, 155.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [422.0, 191.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [422.0, 227.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [422.0, 263.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [422.0, 299.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [422.0, 335.0, 303.0, 36.0], shoonya_8sT3O2N1AHYQKH, 5713161]
[paragraph, [727.0, 120.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 156.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 192.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 228.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 264.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 300.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 336.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 372.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 408.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 444.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 480.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 516.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 552.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [727.0, 588.0, 326.0, 36.0], shoonya_11s1WTJ2O6AJSP, 5713161]
[paragraph, [113.0, 308.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 344.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 380.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 416.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 452.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 488.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 524.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [113.0, 560.0, 296.0, 36.0], shoonya_6sMD8AVSN61M0Z, 5713161]
[paragraph, [419.0, 383.0, 304.0, 36.0], shoonya_4s5M46DIVAV3KQ, 5713161]
[paragraph, [419.0, 419.0, 304.0, 36.0], shoonya_4s5M46DIVAV3KQ, 5713161]
[paragraph, [419.0, 455.0, 304.0, 36.0], shoonya_4s5M46DIVAV3KQ, 5713161]
[paragraph, [419.0, 491.0, 304.0, 36.0], shoonya_4s5M46DIVAV3KQ, 5713161]
[paragraph, [419.0, 527.0, 304.0, 36.0], shoonya_4s5M46DIVAV3KQ, 5713161]
[paragraph, [419.0, 563.0, 304.0, 36.0], shoonya_4s5M46DIVAV3KQ, 5713161]
[paragraph, [113.0, 603.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 639.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 675.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 711.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 747.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 783.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 819.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 855.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 891.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 927.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 963.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 999.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1035.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1071.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1107.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1143.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1179.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1215.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1251.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [113.0, 1287.0, 297.0, 36.0], shoonya_0sHJSTW34S1K0B, 5713161]
[paragraph, [420.0, 606.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 642.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 678.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 714.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 750.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 786.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 822.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 858.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 894.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 930.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 966.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1002.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1038.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1074.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1110.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1146.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1182.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [420.0, 1218.0, 306.0, 36.0], shoonya_5s22GHBLOZ2P5R, 5713161]
[paragraph, [726.0, 649.0, 322.0, 36.0], shoonya_3s63YE0FFE0ML6, 5713161]
[paragraph, [726.0, 685.0, 322.0, 36.0], shoonya_3s63YE0FFE0ML6, 5713161]
[paragraph, [726.0, 721.0, 322.0, 36.0], shoonya_3s63YE0FFE0ML6, 5713161]
[paragraph, [726.0, 757.0, 322.0, 36.0], shoonya_3s63YE0FFE0ML6, 5713161]
[paragraph, [726.0, 793.0, 322.0, 36.0], shoonya_3s63YE0FFE0ML6, 5713161]
[paragraph, [726.0, 829.0, 322.0, 36.0], shoonya_3s63YE0FFE0ML6, 5713161]
[paragraph, [728.0, 893.0, 311.0, 36.0], shoonya_2sC5I1ZIY797YG, 5713161]
[paragraph, [728.0, 929.0, 311.0, 36.0], shoonya_2sC5I1ZIY797YG, 5713161]
[paragraph, [728.0, 965.0, 311.0, 36.0], shoonya_2sC5I1ZIY797YG, 5713161]
[paragraph, [728.0, 1001.0, 311.0, 36.0], shoonya_2sC5I1ZIY797YG, 5713161]
[paragraph, [728.0, 1037.0, 311.0, 36.0], shoonya_2sC5I1ZIY797YG, 5713161]
[paragraph, [728.0, 1108.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [728.0, 1144.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [728.0, 1180.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [728.0, 1216.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [728.0, 1252.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [728.0, 1288.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [728.0, 1324.0, 306.0, 36.0], shoonya_1s9HKD3DWHLS78, 5713161]
[paragraph, [419.0, 1287.0, 304.0, 36.0], shoonya_7sFT4MCFFJG695, 5713161]
[paragraph, [419.0, 1323.0, 304.0, 36.0], shoonya_7sFT4MCFFJG695, 5713161]
[paragraph, [419.0, 1359.0, 304.0, 36.0], shoonya_7sFT4MCFFJG695, 5713161]
[paragraph, [419.0, 1395.0, 304.0, 36.0], shoonya_7sFT4MCFFJG695, 5713161]
[paragraph, [115.0, 1344.0, 290.0, 36.0], shoonya_10sD8ZDPGJYSXV, 5713161]
[paragraph, [115.0, 1380.0, 290.0, 36.0], shoonya_10sD8ZDPGJYSXV, 5713161]
