[1063, 1418]
[section-title, [604.0, 90.0, 604.0, 30.0], -3v5kkSyZP, 5726410]
[section-title, [604.0, 120.0, 604.0, 30.0], -3v5kkSyZP, 5726410]
[section-title, [604.0, 150.0, 604.0, 30.0], -3v5kkSyZP, 5726410]
[section-title, [604.0, 180.0, 604.0, 30.0], -3v5kkSyZP, 5726410]
[section-title, [604.0, 210.0, 604.0, 30.0], -3v5kkSyZP, 5726410]
[paragraph, [613.0, 258.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 276.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 294.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 312.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 330.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 348.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 366.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 384.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 402.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 420.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 438.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 456.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 474.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [613.0, 492.0, 631.0, 18.0], shoonya_0s2GLKTGAPIWTS, 5726410]
[paragraph, [607.0, 533.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 551.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 569.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 587.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 605.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 623.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 641.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 659.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 677.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 695.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 713.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 731.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 749.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 767.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 785.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 803.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 821.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 839.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
[paragraph, [607.0, 857.0, 638.0, 18.0], ctpFFk6Yxb, 5726410]
