[1050, 693]
[folio, [75.0, 79.0, 87.0, 18.0], shoonya_0sXMF8P1NETCCG, 5701675]
[folio, [75.0, 97.0, 87.0, 18.0], shoonya_0sXMF8P1NETCCG, 5701675]
[paragraph, [80.0, 130.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [80.0, 148.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [80.0, 166.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [80.0, 184.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [80.0, 202.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [80.0, 220.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [80.0, 238.0, 529.0, 18.0], Hlr92kdvxv, 5701675]
[paragraph, [83.0, 257.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 275.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 293.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 311.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 329.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 347.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 365.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 383.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 401.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [83.0, 419.0, 525.0, 18.0], shoonya_2sYH5IH25WUZ86, 5701675]
[paragraph, [82.0, 450.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 468.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 486.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 504.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 522.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 540.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 558.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [82.0, 576.0, 532.0, 18.0], Z_8gieqhM-, 5701675]
[paragraph, [85.0, 609.0, 522.0, 18.0], hfW_4i46qd, 5701675]
[paragraph, [85.0, 627.0, 522.0, 18.0], hfW_4i46qd, 5701675]
[paragraph, [85.0, 645.0, 522.0, 18.0], hfW_4i46qd, 5701675]
[paragraph, [85.0, 663.0, 522.0, 18.0], hfW_4i46qd, 5701675]
[paragraph, [85.0, 681.0, 522.0, 18.0], hfW_4i46qd, 5701675]
[paragraph, [130.0, 707.0, 358.0, 18.0], rqVnTwNhQg, 5701675]
[paragraph, [87.0, 738.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [87.0, 756.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [87.0, 774.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [87.0, 792.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [87.0, 810.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [87.0, 828.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [87.0, 846.0, 525.0, 18.0], shoonya_3sWKPNT57PBXK4, 5701675]
[paragraph, [85.0, 869.0, 528.0, 18.0], Mvqz4Gms9N, 5701675]
[paragraph, [85.0, 887.0, 528.0, 18.0], Mvqz4Gms9N, 5701675]
[paragraph, [85.0, 905.0, 528.0, 18.0], Mvqz4Gms9N, 5701675]
[paragraph, [136.0, 939.0, 346.0, 18.0], Sn96UjFdTZ, 5701675]
[paragraph, [136.0, 957.0, 346.0, 18.0], Sn96UjFdTZ, 5701675]
