[1253, 863]
[chapter-title, [388.0, 46.0, 180.0, 30.0], kzc5d8KI5m, 5776722]
[paragraph, [155.0, 80.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 98.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 116.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 134.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 152.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 170.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 188.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 206.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 224.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 242.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 260.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 278.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 296.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 314.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 332.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 350.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 368.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [155.0, 386.0, 637.0, 18.0], shoonya_0sJIM2B0BGU43K, 5776722]
[paragraph, [153.0, 410.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 428.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 446.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 464.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 482.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 500.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 518.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 536.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 554.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 572.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 590.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 608.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 626.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 644.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 662.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 680.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 698.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 716.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 734.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 752.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 770.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 788.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 806.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 824.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 842.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 860.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 878.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 896.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 914.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 932.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 950.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 968.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 986.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 1004.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 1022.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 1040.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [153.0, 1058.0, 634.0, 18.0], shoonya_1sHJTPFIRFIC6L, 5776722]
[paragraph, [180.0, 1068.0, 608.0, 18.0], shoonya_2sCTJ5ZX53ZBZ2, 5776722]
