[1425, 1088]
[section-title, [136.0, 110.0, 428.0, 30.0], THyXFZSCfy, 5758769]
[paragraph, [137.0, 161.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 179.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 197.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 215.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 233.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 251.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 269.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 287.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 305.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[paragraph, [137.0, 323.0, 848.0, 18.0], shoonya_8sM6IQ8EQAKYJK, 5758769]
[ordered-list, [120.0, 360.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 378.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 396.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 414.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 432.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 450.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 468.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 486.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[ordered-list, [120.0, 504.0, 536.0, 18.0], shoonya_7s5SDC2PAEBHF1, 5758769]
[figure-caption, [353.0, 859.0, 387.0, 18.0], shoonya_3sHA103DX5Q7QT, 5758769]
[section-title, [132.0, 954.0, 318.0, 30.0], shoonya_6sS65GSC42GJ7T, 5758769]
[paragraph, [134.0, 996.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1014.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1032.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1050.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1068.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1086.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1104.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1122.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1140.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1158.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1176.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1194.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1212.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1230.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[paragraph, [134.0, 1248.0, 858.0, 18.0], qfh3HTopYa, 5758769]
[folio, [817.0, 1340.0, 165.0, 18.0], shoonya_2s11ZPOVVVNK72, 5758769]
[folio, [817.0, 1358.0, 165.0, 18.0], shoonya_2s11ZPOVVVNK72, 5758769]
