[2339, 1656]
[paragraph, [869.0, 100.0, 701.0, 36.0], shoonya_14s3RK9D2OT2YQ, 5750215]
[paragraph, [869.0, 136.0, 701.0, 36.0], shoonya_14s3RK9D2OT2YQ, 5750215]
[paragraph, [869.0, 172.0, 701.0, 36.0], shoonya_14s3RK9D2OT2YQ, 5750215]
[paragraph, [133.0, 102.0, 705.0, 36.0], shoonya_3sG6012SJE52D2, 5750215]
[paragraph, [133.0, 138.0, 705.0, 36.0], shoonya_3sG6012SJE52D2, 5750215]
[paragraph, [133.0, 174.0, 705.0, 36.0], shoonya_3sG6012SJE52D2, 5750215]
[paragraph, [133.0, 210.0, 705.0, 36.0], shoonya_3sG6012SJE52D2, 5750215]
[paragraph, [133.0, 246.0, 705.0, 36.0], shoonya_3sG6012SJE52D2, 5750215]
[paragraph, [133.0, 282.0, 705.0, 36.0], shoonya_3sG6012SJE52D2, 5750215]
[paragraph, [874.0, 202.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [874.0, 238.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [874.0, 274.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [874.0, 310.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [874.0, 346.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [874.0, 382.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [874.0, 418.0, 697.0, 36.0], shoonya_4sXCW0HRYN27NX, 5750215]
[paragraph, [135.0, 317.0, 702.0, 36.0], shoonya_13sA2AG6X3H9DJ, 5750215]
[paragraph, [135.0, 353.0, 702.0, 36.0], shoonya_13sA2AG6X3H9DJ, 5750215]
[paragraph, [135.0, 389.0, 702.0, 36.0], shoonya_13sA2AG6X3H9DJ, 5750215]
[paragraph, [135.0, 425.0, 702.0, 36.0], shoonya_13sA2AG6X3H9DJ, 5750215]
[paragraph, [947.0, 476.0, 282.0, 36.0], shoonya_12sEAZAP4SY896, 5750215]
[paragraph, [136.0, 478.0, 705.0, 36.0], shoonya_15s51OSKGS8250, 5750215]
[paragraph, [136.0, 514.0, 705.0, 36.0], shoonya_15s51OSKGS8250, 5750215]
[paragraph, [136.0, 550.0, 705.0, 36.0], shoonya_15s51OSKGS8250, 5750215]
[paragraph, [136.0, 586.0, 705.0, 36.0], shoonya_15s51OSKGS8250, 5750215]
[paragraph, [136.0, 622.0, 705.0, 36.0], shoonya_15s51OSKGS8250, 5750215]
[paragraph, [136.0, 658.0, 705.0, 36.0], shoonya_15s51OSKGS8250, 5750215]
[paragraph, [870.0, 528.0, 702.0, 36.0], shoonya_6sM95JVDUOPX1R, 5750215]
[paragraph, [870.0, 564.0, 702.0, 36.0], shoonya_6sM95JVDUOPX1R, 5750215]
[paragraph, [870.0, 600.0, 702.0, 36.0], shoonya_6sM95JVDUOPX1R, 5750215]
[paragraph, [870.0, 636.0, 702.0, 36.0], shoonya_6sM95JVDUOPX1R, 5750215]
[paragraph, [870.0, 672.0, 702.0, 36.0], shoonya_6sM95JVDUOPX1R, 5750215]
[paragraph, [870.0, 708.0, 702.0, 36.0], shoonya_6sM95JVDUOPX1R, 5750215]
[paragraph, [142.0, 691.0, 699.0, 36.0], shoonya_17sX5AZSOBITKB, 5750215]
[paragraph, [142.0, 727.0, 699.0, 36.0], shoonya_17sX5AZSOBITKB, 5750215]
[paragraph, [142.0, 763.0, 699.0, 36.0], shoonya_17sX5AZSOBITKB, 5750215]
[paragraph, [871.0, 743.0, 705.0, 36.0], shoonya_2sPAQ769DC85Z7, 5750215]
[paragraph, [871.0, 779.0, 705.0, 36.0], shoonya_2sPAQ769DC85Z7, 5750215]
[paragraph, [871.0, 815.0, 705.0, 36.0], shoonya_2sPAQ769DC85Z7, 5750215]
[paragraph, [871.0, 851.0, 705.0, 36.0], shoonya_2sPAQ769DC85Z7, 5750215]
[paragraph, [871.0, 887.0, 705.0, 36.0], shoonya_2sPAQ769DC85Z7, 5750215]
[paragraph, [871.0, 923.0, 705.0, 36.0], shoonya_2sPAQ769DC85Z7, 5750215]
[paragraph, [137.0, 800.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [137.0, 836.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [137.0, 872.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [137.0, 908.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [137.0, 944.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [137.0, 980.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [137.0, 1016.0, 707.0, 36.0], shoonya_7s8MN4MAY76WKY, 5750215]
[paragraph, [872.0, 959.0, 705.0, 36.0], shoonya_9s4M98Y6TL6L0Q, 5750215]
[paragraph, [872.0, 995.0, 705.0, 36.0], shoonya_9s4M98Y6TL6L0Q, 5750215]
[paragraph, [872.0, 1031.0, 705.0, 36.0], shoonya_9s4M98Y6TL6L0Q, 5750215]
[paragraph, [872.0, 1067.0, 705.0, 36.0], shoonya_9s4M98Y6TL6L0Q, 5750215]
[paragraph, [872.0, 1103.0, 705.0, 36.0], shoonya_9s4M98Y6TL6L0Q, 5750215]
[paragraph, [214.0, 1070.0, 620.0, 36.0], shoonya_18sVFETBLE80HI, 5750215]
[paragraph, [142.0, 1118.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [142.0, 1154.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [142.0, 1190.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [142.0, 1226.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [142.0, 1262.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [142.0, 1298.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [142.0, 1334.0, 705.0, 36.0], shoonya_8sC2MPDAJ2RR1Q, 5750215]
[paragraph, [952.0, 1169.0, 410.0, 36.0], shoonya_11sPRO5JBYBPGN, 5750215]
[paragraph, [880.0, 1228.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1264.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1300.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1336.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1372.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1408.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1444.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1480.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1516.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1552.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1588.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1624.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1660.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1696.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
