[1763, 1275]
[paragraph, [1.0, 4.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 40.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 76.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 112.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 148.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 184.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 220.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 256.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 292.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 328.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 364.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 400.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 436.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [1.0, 472.0, 653.0, 36.0], 08egWAf72w, 5713343]
[paragraph, [655.0, 70.0, 613.0, 36.0], M4ik41Ctgj, 5713343]
[paragraph, [655.0, 106.0, 613.0, 36.0], M4ik41Ctgj, 5713343]
[paragraph, [655.0, 142.0, 613.0, 36.0], M4ik41Ctgj, 5713343]
[paragraph, [655.0, 178.0, 613.0, 36.0], M4ik41Ctgj, 5713343]
[paragraph, [649.0, 273.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[paragraph, [649.0, 309.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[paragraph, [649.0, 345.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[paragraph, [649.0, 381.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[paragraph, [649.0, 417.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[paragraph, [649.0, 453.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[paragraph, [649.0, 489.0, 621.0, 36.0], jd_xlUyY7l, 5713343]
[chapter-title, [428.0, 592.0, 511.0, 58.5], kNDf05UIHy, 5713343]
[chapter-title, [428.0, 650.5, 511.0, 58.5], kNDf05UIHy, 5713343]
[chapter-title, [428.0, 709.0, 511.0, 58.5], kNDf05UIHy, 5713343]
[chapter-title, [428.0, 767.5, 511.0, 58.5], kNDf05UIHy, 5713343]
[sidebar, [70.0, 608.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 644.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 680.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 716.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 752.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 788.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 824.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 860.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 896.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 932.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 968.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1004.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1040.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1076.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1112.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1148.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1184.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1220.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1256.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1292.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1328.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1364.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1400.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1436.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1472.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1508.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1544.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[sidebar, [70.0, 1580.0, 280.0, 36.0], o4czIEvFvW, 5713343]
[author, [500.0, 892.0, 321.0, 36.0], 7NmrzgHhQa, 5713343]
[author, [500.0, 928.0, 321.0, 36.0], 7NmrzgHhQa, 5713343]
[paragraph, [377.0, 1009.0, 893.0, 36.0], shoonya_3s8EDOKD819RSP, 5713343]
[paragraph, [377.0, 1045.0, 893.0, 36.0], shoonya_3s8EDOKD819RSP, 5713343]
[paragraph, [377.0, 1081.0, 893.0, 36.0], shoonya_3s8EDOKD819RSP, 5713343]
[paragraph, [377.0, 1117.0, 893.0, 36.0], shoonya_3s8EDOKD819RSP, 5713343]
[paragraph, [374.0, 1211.0, 897.0, 36.0], shoonya_5sVMODEWRF3S3U, 5713343]
[paragraph, [374.0, 1247.0, 897.0, 36.0], shoonya_5sVMODEWRF3S3U, 5713343]
[paragraph, [374.0, 1283.0, 897.0, 36.0], shoonya_5sVMODEWRF3S3U, 5713343]
[paragraph, [365.0, 1388.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1424.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1460.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1496.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1532.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1568.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1604.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[paragraph, [365.0, 1640.0, 909.0, 36.0], shoonya_1s36COWGT2CB58, 5713343]
[folio, [67.0, 1718.0, 115.0, 36.0], Vbv01OUz0H, 5713343]
