[2067, 1567]
[folio, [1242.0, 195.0, 133.0, 36.0], Crnvb8Uy8R, 5735563]
[paragraph, [787.0, 249.0, 587.0, 36.0], shoonya_11sJ9XQGEHFORQ, 5735563]
[paragraph, [787.0, 285.0, 587.0, 36.0], shoonya_11sJ9XQGEHFORQ, 5735563]
[paragraph, [787.0, 321.0, 587.0, 36.0], shoonya_11sJ9XQGEHFORQ, 5735563]
[paragraph, [454.0, 250.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 286.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 322.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 358.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 394.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 430.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 466.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 502.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [454.0, 538.0, 316.0, 36.0], shoonya_1sTNSWEIZRK5CP, 5735563]
[paragraph, [791.0, 382.0, 579.0, 36.0], shoonya_7sH4O4RJB136O7, 5735563]
[paragraph, [791.0, 418.0, 579.0, 36.0], shoonya_7sH4O4RJB136O7, 5735563]
[paragraph, [791.0, 454.0, 579.0, 36.0], shoonya_7sH4O4RJB136O7, 5735563]
[paragraph, [791.0, 490.0, 579.0, 36.0], shoonya_7sH4O4RJB136O7, 5735563]
[paragraph, [789.0, 560.0, 582.0, 36.0], shoonya_5sEPKH1LDZPUFW, 5735563]
[paragraph, [789.0, 596.0, 582.0, 36.0], shoonya_5sEPKH1LDZPUFW, 5735563]
[paragraph, [789.0, 632.0, 582.0, 36.0], shoonya_5sEPKH1LDZPUFW, 5735563]
[paragraph, [191.0, 606.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 642.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 678.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 714.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 750.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 786.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 822.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 858.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 894.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 930.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[paragraph, [191.0, 966.0, 587.0, 36.0], shoonya_12sBDQTMVC9M71, 5735563]
[sidebar, [11.0, 632.0, 142.0, 36.0], MYdnGxGp63, 5735563]
[sidebar, [11.0, 668.0, 142.0, 36.0], MYdnGxGp63, 5735563]
[paragraph, [790.0, 694.0, 582.0, 36.0], shoonya_2s1LV055NJRA63, 5735563]
[paragraph, [790.0, 730.0, 582.0, 36.0], shoonya_2s1LV055NJRA63, 5735563]
[paragraph, [790.0, 766.0, 582.0, 36.0], shoonya_2s1LV055NJRA63, 5735563]
[paragraph, [790.0, 802.0, 582.0, 36.0], shoonya_2s1LV055NJRA63, 5735563]
[paragraph, [792.0, 873.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 909.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 945.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 981.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 1017.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 1053.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 1089.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 1125.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 1161.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [792.0, 1197.0, 579.0, 36.0], shoonya_0sVPT9188ONLBK, 5735563]
[paragraph, [194.0, 1008.0, 579.0, 36.0], shoonya_3sAOBJT9G4ACQF, 5735563]
[paragraph, [194.0, 1044.0, 579.0, 36.0], shoonya_3sAOBJT9G4ACQF, 5735563]
[paragraph, [194.0, 1080.0, 579.0, 36.0], shoonya_3sAOBJT9G4ACQF, 5735563]
[paragraph, [194.0, 1116.0, 579.0, 36.0], shoonya_3sAOBJT9G4ACQF, 5735563]
[paragraph, [194.0, 1152.0, 579.0, 36.0], shoonya_3sAOBJT9G4ACQF, 5735563]
[paragraph, [194.0, 1188.0, 579.0, 36.0], shoonya_3sAOBJT9G4ACQF, 5735563]
[paragraph, [193.0, 1229.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1265.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1301.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1337.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1373.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1409.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1445.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1481.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [193.0, 1517.0, 578.0, 36.0], shoonya_6sNMRXIVUFNL8M, 5735563]
[paragraph, [791.0, 1272.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1308.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1344.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1380.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1416.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1452.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1488.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [791.0, 1524.0, 580.0, 36.0], shoonya_8sSG3J4OI9MKUW, 5735563]
[paragraph, [792.0, 1587.0, 581.0, 36.0], shoonya_10sVZ5I6X4FMCD, 5735563]
